Datum,28daysSmoothened,daysOfTrend
2005-05-18,4265.590357142858,-24
2005-05-19,4264.316428571428,-25
2005-05-20,4263.907857142857,0
2005-05-23,4263.952857142857,0
2005-05-24,4263.759642857143,0
2005-05-25,4266.5199999999995,1
2005-05-26,4274.891428571428,2
2005-05-27,4283.466428571429,3
2005-05-30,4294.245357142858,4
2005-05-31,4303.778571428572,5
2005-06-01,4314.640357142857,6
2005-06-02,4324.8264285714295,7
2005-06-03,4334.706071428572,8
2005-06-06,4345.714642857143,9
2005-06-07,4359.568571428571,10
2005-06-08,4372.870357142858,11
2005-06-09,4384.967857142858,12
2005-06-10,4397.130714285714,13
2005-06-13,4409.09,14
2005-06-14,4419.525000000001,15
2005-06-15,4428.002142857144,16
2005-06-16,4438.268571428572,17
2005-06-17,4450.891428571429,18
2005-06-20,4463.130714285714,19
2005-06-21,4475.311428571429,20
2005-06-22,4487.5935714285715,21
2005-06-23,4500.64,22
2005-06-24,4511.879642857143,23
2005-06-27,4518.994642857143,24
2005-06-28,4526.031785714285,25
2005-06-29,4533.994285714286,26
2005-06-30,4540.398928571429,27
2005-07-01,4548.271428571429,28
2005-07-04,4556.623928571428,29
2005-07-05,4562.589999999999,30
2005-07-06,4568.689285714286,31
2005-07-07,4570.466071428571,32
2005-07-08,4575.371071428572,33
2005-07-11,4580.2357142857145,34
2005-07-12,4584.552142857143,35
2005-07-13,4590.605714285714,36
2005-07-14,4597.820357142858,37
2005-07-15,4603.066428571428,38
2005-07-18,4608.862142857143,39
2005-07-19,4616.283214285714,40
2005-07-20,4623.368928571429,41
2005-07-21,4631.606785714285,42
2005-07-22,4640.364285714286,43
2005-07-25,4650.874285714285,44
2005-07-26,4660.289285714286,45
2005-07-27,4669.245714285714,46
2005-07-28,4680.161428571429,47
2005-07-29,4690.103928571429,48
2005-08-01,4699.791428571429,49
2005-08-02,4710.698214285715,50
2005-08-03,4723.435357142857,51
2005-08-04,4735.943928571428,52
2005-08-05,4745.5767857142855,53
2005-08-08,4754.6564285714285,54
2005-08-09,4766.199285714286,55
2005-08-10,4779.538571428571,56
2005-08-11,4791.342857142858,57
2005-08-12,4803.26,58
2005-08-15,4814.2189285714285,59
2005-08-16,4826.848571428572,60
2005-08-17,4836.616071428572,61
2005-08-18,4843.326428571428,62
2005-08-19,4853.214999999999,63
2005-08-22,4862.5650000000005,64
2005-08-23,4870.3675,65
2005-08-24,4877.619285714286,66
2005-08-25,4882.492142857142,67
2005-08-26,4882.965714285713,68
2005-08-29,4883.956428571429,0
2005-08-30,4882.5939285714285,-1
2005-08-31,4882.336428571428,0
2005-09-01,4882.345,0
2005-09-02,4882.142142857142,0
2005-09-05,4884.089999999999,1
2005-09-06,4886.796428571428,2
2005-09-07,4890.426428571429,3
2005-09-08,4894.065714285715,4
2005-09-09,4896.675,5
2005-09-12,4899.062857142856,6
2005-09-13,4900.056428571428,7
2005-09-14,4903.056071428572,8
2005-09-15,4905.488928571428,9
2005-09-16,4908.239642857143,0
2005-09-19,4905.938214285714,0
2005-09-20,4906.257142857144,0
2005-09-21,4904.038928571428,-1
2005-09-22,4901.419999999999,-2
2005-09-23,4901.376071428572,0
2005-09-26,4905.901071428571,1
2005-09-27,4909.994285714287,2
2005-09-28,4914.238214285715,3
2005-09-29,4917.0767857142855,4
2005-09-30,4921.590357142857,5
2005-10-03,4927.523214285714,6
2005-10-04,4937.595,7
2005-10-05,4947.795714285714,8
2005-10-06,4955.118214285714,9
2005-10-07,4962.834285714285,10
2005-10-10,4969.730714285715,11
2005-10-11,4976.499285714286,12
2005-10-12,4981.640714285714,13
2005-10-13,4983.075714285714,14
2005-10-14,4983.335714285714,0
2005-10-17,4983.003214285714,-1
2005-10-18,4981.375714285714,-2
2005-10-19,4975.663214285714,-3
2005-10-20,4971.172857142858,-4
2005-10-21,4968.905714285715,-5
2005-10-24,4968.570714285714,-6
2005-10-25,4967.391785714286,-7
2005-10-26,4964.330714285715,-8
2005-10-27,4960.0421428571435,-9
2005-10-28,4955.141428571428,0
2005-10-31,4957.064642857143,1
2005-11-01,4959.691071428571,2
2005-11-02,4962.271428571429,3
2005-11-03,4962.7300000000005,4
2005-11-04,4963.778571428571,0
2005-11-07,4962.902142857143,-1
2005-11-08,4962.461428571429,-2
2005-11-09,4961.292142857143,-3
2005-11-10,4958.916428571429,-4
2005-11-11,4957.228214285714,0
2005-11-14,4958.050000000001,1
2005-11-15,4961.3835714285715,2
2005-11-16,4964.015357142857,3
2005-11-17,4966.762857142857,4
2005-11-18,4970.0142857142855,5
2005-11-21,4976.758571428572,6
2005-11-22,4984.781785714286,7
2005-11-23,4992.6575,8
2005-11-24,5000.127142857143,9
2005-11-25,5008.9517857142855,10
2005-11-28,5020.759285714285,11
2005-11-29,5032.731785714285,12
2005-11-30,5045.410357142857,13
2005-12-01,5058.4375,14
2005-12-02,5073.9739285714295,15
2005-12-05,5087.047857142857,16
2005-12-06,5104.719285714285,17
2005-12-07,5120.473214285715,18
2005-12-08,5133.2474999999995,19
2005-12-09,5146.089642857143,20
2005-12-12,5158.460357142857,21
2005-12-13,5169.148928571428,22
2005-12-14,5179.560357142857,23
2005-12-15,5189.261071428571,24
2005-12-16,5201.5764285714295,25
2005-12-19,5213.676428571429,26
2005-12-20,5225.856785714286,27
2005-12-21,5236.8025,28
2005-12-22,5247.725714285713,29
2005-12-23,5258.7414285714285,30
2005-12-27,5271.719285714286,31
2005-12-28,5284.1275000000005,32
2005-12-29,5296.094642857142,33
2005-12-30,5304.582142857143,34
2006-01-02,5314.412857142857,35
2006-01-03,5323.862857142857,36
2006-01-04,5335.849999999999,37
2006-01-05,5347.359285714286,38
2006-01-06,5360.206785714286,39
2006-01-09,5372.264999999999,40
2006-01-10,5383.026071428571,41
2006-01-11,5392.538214285714,42
2006-01-12,5400.900357142857,43
2006-01-13,5408.622857142857,44
2006-01-16,5416.2582142857145,45
2006-01-17,5423.165714285715,46
2006-01-18,5427.053571428572,47
2006-01-19,5432.364642857143,48
2006-01-20,5434.072142857143,49
2006-01-23,5435.445000000001,50
2006-01-24,5437.142857142857,51
2006-01-25,5441.831071428571,52
2006-01-26,5448.8042857142855,53
2006-01-27,5459.419999999999,54
2006-01-30,5470.256785714286,55
2006-01-31,5480.146785714286,56
2006-02-01,5491.870000000001,57
2006-02-02,5500.103928571429,58
2006-02-03,5507.685357142857,59
2006-02-06,5515.529285714286,60
2006-02-07,5523.184285714286,61
2006-02-08,5532.403928571429,62
2006-02-09,5542.893214285714,63
2006-02-10,5551.492857142856,64
2006-02-13,5559.8039285714285,65
2006-02-14,5568.620714285715,66
2006-02-15,5576.765357142857,67
2006-02-16,5585.770357142857,68
2006-02-17,5596.512142857143,69
2006-02-20,5605.835714285714,70
2006-02-21,5615.0824999999995,71
2006-02-22,5628.617142857142,72
2006-02-23,5640.875714285714,73
2006-02-24,5655.541071428571,74
2006-02-27,5674.096071428571,75
2006-02-28,5687.1389285714295,76
2006-03-01,5705.624285714285,77
2006-03-02,5721.151785714285,78
2006-03-03,5734.978928571429,79
2006-03-06,5746.6564285714285,80
2006-03-07,5753.455357142857,81
2006-03-08,5754.381785714286,82
2006-03-09,5756.959999999999,83
2006-03-10,5761.630357142857,84
2006-03-13,5766.2242857142855,85
2006-03-14,5774.127142857143,86
2006-03-15,5782.7471428571425,87
2006-03-16,5790.9974999999995,88
2006-03-17,5798.478214285715,89
2006-03-20,5806.920357142857,90
2006-03-21,5812.926785714286,91
2006-03-22,5821.171071428572,92
2006-03-23,5827.984642857143,93
2006-03-24,5835.475357142857,94
2006-03-27,5840.757142857144,95
2006-03-28,5844.3778571428575,96
2006-03-29,5848.638571428572,97
2006-03-30,5855.432857142857,98
2006-03-31,5861.47,99
2006-04-03,5867.255357142857,100
2006-04-04,5872.825714285714,101
2006-04-05,5878.483214285714,102
2006-04-06,5882.634642857142,103
2006-04-07,5888.2375,104
2006-04-10,5893.122857142857,105
2006-04-11,5897.586428571429,106
2006-04-12,5904.0075,107
2006-04-13,5909.882857142858,108
2006-04-18,5915.714999999999,109
2006-04-19,5927.157857142857,110
2006-04-20,5938.981428571429,111
2006-04-21,5949.3324999999995,112
2006-04-24,5957.33,113
2006-04-25,5964.755714285713,114
2006-04-26,5972.2071428571435,115
2006-04-27,5978.276785714285,116
2006-04-28,5982.830714285714,117
2006-05-02,5988.134285714286,118
2006-05-03,5990.1735714285705,119
2006-05-04,5993.995357142857,120
2006-05-05,5999.930357142858,121
2006-05-08,6005.460357142858,122
2006-05-09,6013.619642857142,123
2006-05-10,6021.7535714285705,124
2006-05-11,6026.751428571428,0
2006-05-12,6024.326071428571,-1
2006-05-15,6020.288571428571,-2
2006-05-16,6014.141071428572,-3
2006-05-17,6001.243571428572,-4
2006-05-18,5988.274642857143,-5
2006-05-19,5975.449285714286,-6
2006-05-22,5960.925,-7
2006-05-23,5949.3210714285715,-8
2006-05-24,5937.848214285715,-9
2006-05-25,5930.877142857143,-10
2006-05-26,5926.226785714285,-11
2006-05-29,5920.956785714286,-12
2006-05-30,5907.695,-13
2006-05-31,5894.465714285715,-14
2006-06-01,5880.638571428572,-15
2006-06-02,5866.636785714285,-16
2006-06-05,5850.293571428571,-17
2006-06-06,5828.711071428571,-18
2006-06-07,5810.003571428571,-19
2006-06-08,5787.624642857144,-20
2006-06-09,5766.652857142857,-21
2006-06-12,5746.173928571429,-22
2006-06-13,5719.488928571429,-23
2006-06-14,5690.656785714285,-24
2006-06-15,5665.451071428571,-25
2006-06-16,5638.139999999999,-26
2006-06-19,5613.884642857143,-27
2006-06-20,5593.845,-28
2006-06-21,5579.099642857143,-29
2006-06-22,5567.5421428571435,-30
2006-06-23,5556.035714285715,-31
2006-06-26,5551.103928571429,-32
2006-06-27,5543.713928571428,-33
2006-06-28,5536.020714285713,0
2006-06-29,5537.286071428572,1
2006-06-30,5537.458214285715,2
2006-07-03,5541.938928571429,3
2006-07-04,5542.7585714285715,0
2006-07-05,5536.946785714286,-1
2006-07-06,5534.82,0
2006-07-07,5536.942142857143,1
2006-07-10,5537.422857142857,0
2006-07-11,5534.153214285713,-1
2006-07-12,5532.395357142857,-2
2006-07-13,5529.041785714287,-3
2006-07-14,5526.163571428572,-4
2006-07-17,5521.628928571428,0
2006-07-18,5522.113571428571,1
2006-07-19,5524.799642857143,2
2006-07-20,5530.166428571428,3
2006-07-21,5535.840357142857,4
2006-07-24,5545.556785714287,5
2006-07-25,5550.683214285715,6
2006-07-26,5558.079285714286,7
2006-07-27,5565.930714285714,8
2006-07-28,5573.495357142857,9
2006-07-31,5579.8724999999995,10
2006-08-01,5582.133928571428,11
2006-08-02,5587.529642857143,12
2006-08-03,5592.008214285714,13
2006-08-04,5601.4325,14
2006-08-07,5607.496785714286,15
2006-08-08,5610.005714285714,16
2006-08-09,5610.702142857143,0
2006-08-10,5607.783214285714,-1
2006-08-11,5604.188928571429,0
2006-08-14,5606.559285714286,1
2006-08-15,5609.463928571428,2
2006-08-16,5614.145714285713,3
2006-08-17,5618.688214285714,4
2006-08-18,5625.866071428572,5
2006-08-21,5631.473571428572,6
2006-08-22,5641.870714285715,7
2006-08-23,5654.489285714286,8
2006-08-24,5668.672142857143,9
2006-08-25,5683.4800000000005,10
2006-08-28,5694.754999999999,11
2006-08-29,5705.512142857144,12
2006-08-30,5720.387857142858,13
2006-08-31,5730.442142857142,14
2006-09-01,5741.541428571429,15
2006-09-04,5753.206428571429,16
2006-09-05,5761.242142857142,17
2006-09-06,5765.086428571429,18
2006-09-07,5768.363214285715,19
2006-09-08,5775.453214285714,20
2006-09-11,5779.654642857144,21
2006-09-12,5788.005357142858,22
2006-09-13,5794.544285714286,23
2006-09-14,5804.569285714286,24
2006-09-15,5814.781785714285,25
2006-09-18,5822.764642857143,26
2006-09-19,5831.425357142857,27
2006-09-20,5843.068571428572,28
2006-09-21,5852.712500000001,29
2006-09-22,5856.516785714286,30
2006-09-25,5859.685357142857,31
2006-09-26,5864.225357142857,32
2006-09-27,5870.392857142857,33
2006-09-28,5877.333214285713,34
2006-09-29,5883.973214285715,35
2006-10-02,5891.970357142857,36
2006-10-03,5898.3324999999995,37
2006-10-04,5906.721785714285,38
2006-10-05,5914.589285714285,39
2006-10-06,5923.117857142856,40
2006-10-09,5930.863214285714,41
2006-10-10,5940.0824999999995,42
2006-10-11,5948.757857142858,43
2006-10-12,5957.706428571429,44
2006-10-13,5968.049642857142,45
2006-10-16,5981.388214285714,46
2006-10-17,5993.580357142857,47
2006-10-18,6007.420357142857,48
2006-10-19,6020.954642857142,49
2006-10-20,6032.703571428571,50
2006-10-23,6044.731785714285,51
2006-10-24,6056.879999999999,52
2006-10-25,6068.560357142857,53
2006-10-26,6081.341071428571,54
2006-10-27,6095.236785714286,55
2006-10-30,6106.087142857143,56
2006-10-31,6117.0475,57
2006-11-01,6131.639642857143,58
2006-11-02,6143.1278571428575,59
2006-11-03,6153.146428571429,60
2006-11-06,6165.322857142857,61
2006-11-07,6178.637142857143,62
2006-11-08,6190.956071428571,63
2006-11-09,6203.785357142857,64
2006-11-10,6216.840714285715,65
2006-11-13,6229.246428571429,66
2006-11-14,6240.392857142857,67
2006-11-15,6252.716785714286,68
2006-11-16,6265.524642857143,69
2006-11-17,6276.047857142858,70
2006-11-20,6287.936428571428,71
2006-11-21,6298.654642857144,72
2006-11-22,6309.456428571429,73
2006-11-23,6319.7675,74
2006-11-24,6330.369642857143,75
2006-11-27,6334.490714285714,76
2006-11-28,6338.214285714285,77
2006-11-29,6343.963571428571,78
2006-11-30,6346.330714285715,0
2006-12-01,6346.102500000001,0
2006-12-04,6347.1849999999995,1
2006-12-05,6350.349642857143,2
2006-12-06,6354.169999999999,3
2006-12-07,6359.699999999999,4
2006-12-08,6365.360357142857,5
2006-12-11,6371.700357142858,6
2006-12-12,6380.7303571428565,7
2006-12-13,6390.716785714286,8
2006-12-14,6398.642857142857,9
2006-12-15,6406.745357142858,10
2006-12-18,6415.602142857143,11
2006-12-19,6422.560357142857,12
2006-12-20,6430.743928571428,13
2006-12-21,6437.180714285714,14
2006-12-22,6441.314642857143,15
2006-12-27,6447.670714285714,16
2006-12-28,6453.698928571429,17
2006-12-29,6460.290357142856,18
2007-01-02,6468.461785714286,19
2007-01-03,6476.709285714285,20
2007-01-04,6483.790357142857,21
2007-01-05,6487.998928571428,22
2007-01-08,6494.985714285714,23
2007-01-09,6506.278571428572,24
2007-01-10,6516.452857142858,25
2007-01-11,6528.006428571428,26
2007-01-12,6542.148571428572,27
2007-01-15,6559.670357142857,28
2007-01-16,6574.727142857143,29
2007-01-17,6586.473571428571,30
2007-01-18,6597.9060714285715,31
2007-01-19,6609.839642857143,32
2007-01-22,6619.121785714286,33
2007-01-23,6626.604285714285,34
2007-01-24,6636.325714285716,35
2007-01-25,6643.426071428571,36
2007-01-26,6648.346071428571,37
2007-01-29,6653.245357142857,38
2007-01-30,6660.0660714285705,39
2007-01-31,6668.480357142857,40
2007-02-01,6677.922142857143,41
2007-02-02,6689.057857142858,42
2007-02-05,6702.305357142858,43
2007-02-06,6711.835357142857,44
2007-02-07,6722.683571428571,45
2007-02-08,6732.676785714286,46
2007-02-09,6740.890357142857,47
2007-02-12,6746.8949999999995,48
2007-02-13,6754.785714285715,49
2007-02-14,6767.931785714286,50
2007-02-15,6780.468571428572,51
2007-02-16,6792.7078571428565,52
2007-02-19,6807.726428571428,53
2007-02-20,6818.283928571429,54
2007-02-21,6826.7300000000005,55
2007-02-22,6835.3724999999995,56
2007-02-23,6845.221071428571,57
2007-02-26,6856.860000000001,58
2007-02-27,6861.503928571429,0
2007-02-28,6860.370714285715,-1
2007-03-01,6858.689642857143,-2
2007-03-02,6855.989285714286,-3
2007-03-05,6848.353571428571,-4
2007-03-06,6843.904285714286,-5
2007-03-07,6841.311785714286,-6
2007-03-08,6840.8553571428565,-7
2007-03-09,6838.294285714286,-8
2007-03-12,6835.665,-9
2007-03-13,6827.5475,-10
2007-03-14,6811.902499999999,-11
2007-03-15,6801.595714285714,-12
2007-03-16,6791.030357142858,-13
2007-03-19,6782.310714285714,-14
2007-03-20,6776.009285714286,-15
2007-03-21,6768.9003571428575,-16
2007-03-22,6768.811428571428,0
2007-03-23,6768.944285714286,0
2007-03-26,6764.217142857144,-1
2007-03-27,6760.635714285714,-2
2007-03-28,6755.629285714285,-3
2007-03-29,6752.415,-4
2007-03-30,6750.062142857142,-5
2007-04-02,6749.901785714284,0
2007-04-03,6752.467142857144,1
2007-04-04,6755.371785714285,2
2007-04-05,6757.954642857142,3
2007-04-10,6770.348214285715,4
2007-04-11,6785.969285714285,5
2007-04-12,6803.9232142857145,6
2007-04-13,6825.664285714286,7
2007-04-16,6854.360357142857,8
2007-04-17,6881.282857142856,9
2007-04-18,6905.018214285714,10
2007-04-19,6923.9289285714285,11
2007-04-20,6946.2867857142855,12
2007-04-23,6968.434285714286,13
2007-04-24,6991.517500000001,14
2007-04-25,7023.495357142857,15
2007-04-26,7052.1221428571425,16
2007-04-27,7080.631071428572,17
2007-04-30,7106.9689285714285,18
2007-05-02,7133.956071428571,19
2007-05-03,7161.2642857142855,20
2007-05-04,7184.828571428572,21
2007-05-07,7207.208214285713,22
2007-05-08,7229.114642857143,23
2007-05-09,7251.1735714285705,24
2007-05-10,7272.546428571429,25
2007-05-11,7293.341428571429,26
2007-05-14,7312.719285714285,27
2007-05-15,7333.011428571429,28
2007-05-16,7348.571785714285,29
2007-05-17,7363.771428571429,30
2007-05-18,7381.901071428571,31
2007-05-21,7398.066785714285,32
2007-05-22,7416.158214285715,33
2007-05-23,7437.334285714285,34
2007-05-24,7454.666785714285,35
2007-05-25,7468.993214285714,36
2007-05-29,7484.429285714286,37
2007-05-30,7501.666071428573,38
2007-05-31,7524.534285714285,39
2007-06-01,7547.581071428571,40
2007-06-04,7570.4800000000005,41
2007-06-05,7593.676785714285,42
2007-06-06,7607.497142857143,43
2007-06-07,7615.768214285715,44
2007-06-08,7623.353214285714,45
2007-06-11,7633.9685714285715,46
2007-06-12,7641.908928571429,47
2007-06-13,7649.197142857142,48
2007-06-14,7661.068571428571,49
2007-06-15,7679.102500000001,50
2007-06-18,7700.313928571429,51
2007-06-19,7720.225714285714,52
2007-06-20,7744.3385714285705,53
2007-06-21,7761.6732142857145,54
2007-06-22,7779.173928571429,55
2007-06-25,7794.361785714286,56
2007-06-26,7807.907142857142,57
2007-06-27,7818.683214285715,58
2007-06-28,7829.891071428572,59
2007-06-29,7843.748571428571,60
2007-07-02,7854.421785714286,61
2007-07-03,7865.664642857143,62
2007-07-04,7879.160357142858,63
2007-07-05,7888.014999999999,64
2007-07-06,7897.560714285713,65
2007-07-09,7908.7185714285715,66
2007-07-10,7911.637142857143,0
2007-07-11,7908.4475,0
2007-07-12,7911.1846428571425,1
2007-07-13,7917.361071428572,2
2007-07-16,7930.776785714285,3
2007-07-17,7945.7625,4
2007-07-18,7956.587857142857,5
2007-07-19,7966.770357142857,6
2007-07-20,7973.791428571428,7
2007-07-23,7983.200357142858,0
2007-07-24,7981.687142857142,-1
2007-07-25,7969.6125,-2
2007-07-26,7950.785357142857,-3
2007-07-27,7930.005357142857,-4
2007-07-30,7907.35607142857,-5
2007-07-31,7893.7642857142855,-6
2007-08-01,7876.775,-7
2007-08-02,7862.615,-8
2007-08-03,7847.441785714286,-9
2007-08-06,7834.699642857143,-10
2007-08-07,7820.138928571428,-11
2007-08-08,7805.8039285714285,-12
2007-08-09,7787.780714285714,-13
2007-08-10,7762.515714285714,-14
2007-08-13,7741.053928571428,-15
2007-08-14,7720.980357142857,-16
2007-08-15,7699.465357142857,-17
2007-08-16,7670.6325,-18
2007-08-17,7649.687142857144,-19
2007-08-20,7632.151071428571,-20
2007-08-21,7609.698214285715,-21
2007-08-22,7588.544999999999,-22
2007-08-23,7567.340357142857,-23
2007-08-24,7548.378214285714,-24
2007-08-27,7533.820357142858,-25
2007-08-28,7513.785714285715,-26
2007-08-29,7498.226071428572,-27
2007-08-30,7483.073571428571,-28
2007-08-31,7477.051428571429,-29
2007-09-03,7475.481071428571,0
2007-09-04,7483.081428571429,1
2007-09-05,7487.951071428572,2
2007-09-06,7493.858571428572,0
2007-09-07,7488.590357142857,-1
2007-09-10,7485.072857142857,-2
2007-09-11,7482.350357142857,0
2007-09-12,7483.683214285714,1
2007-09-13,7486.9517857142855,0
2007-09-14,7486.3832142857145,-1
2007-09-17,7481.88,0
2007-09-18,7486.223571428572,1
2007-09-19,7500.78,2
2007-09-20,7510.092857142858,3
2007-09-21,7523.284285714285,4
2007-09-24,7535.499285714286,5
2007-09-25,7553.333928571429,6
2007-09-26,7568.543214285714,7
2007-09-27,7584.481071428571,8
2007-09-28,7600.079642857142,9
2007-10-01,7615.148928571429,10
2007-10-02,7630.678571428572,11
2007-10-03,7646.679642857142,12
2007-10-04,7663.0725,13
2007-10-05,7683.498928571428,14
2007-10-08,7702.612857142857,15
