Datum,28daysSmoothened,daysOfTrend
2010-07-06,6040.5992857142855,7
2010-07-07,6042.266428571428,8
2010-07-08,6044.813928571429,9
2010-07-09,6047.812857142856,10
2010-07-12,6051.241071428572,11
2010-07-13,6056.116071428572,12
2010-07-14,6065.790357142857,13
2010-07-15,6074.519285714285,14
2010-07-16,6080.652142857143,15
2010-07-19,6081.522142857143,0
2010-07-20,6078.339999999999,-1
2010-07-21,6076.288214285713,0
2010-07-22,6076.900714285714,0
2010-07-23,6076.589642857143,0
2010-07-26,6076.7074999999995,0
2010-07-27,6076.127857142857,-1
2010-07-28,6074.769285714286,-2
2010-07-29,6069.116785714286,-3
2010-07-30,6064.7928571428565,0
2010-08-02,6067.921785714286,1
2010-08-03,6074.794285714285,2
2010-08-04,6084.106071428571,3
2010-08-05,6090.404642857143,4
2010-08-06,6101.390357142857,5
2010-08-09,6115.1789285714285,6
2010-08-10,6130.493928571429,7
2010-08-11,6141.919642857142,8
2010-08-12,6153.311428571428,9
2010-08-13,6159.3625,10
2010-08-16,6163.566428571429,11
2010-08-17,6169.664285714286,12
2010-08-18,6173.988214285715,0
2010-08-19,6173.914642857143,-1
2010-08-20,6167.272857142858,-2
2010-08-23,6160.171071428572,-3
2010-08-24,6152.5310714285715,-4
2010-08-25,6147.5035714285705,-5
2010-08-26,6144.056071428572,-6
2010-08-27,6143.473214285715,-7
2010-08-30,6140.688571428572,-8
2010-08-31,6132.941071428571,-9
2010-09-01,6129.996785714285,-10
2010-09-02,6126.055357142856,-11
2010-09-03,6123.459285714285,-12
2010-09-06,6122.605714285714,-13
2010-09-07,6122.005357142858,0
2010-09-08,6122.593571428572,0
2010-09-09,6120.071785714286,-1
2010-09-10,6116.745357142857,-2
2010-09-13,6114.257857142858,-3
2010-09-14,6112.180357142856,0
2010-09-15,6112.260357142857,0
2010-09-16,6108.619285714286,-1
2010-09-17,6105.887499999999,0
2010-09-20,6110.905714285715,1
2010-09-21,6115.934642857143,2
2010-09-22,6119.431785714286,3
2010-09-23,6122.079642857142,4
2010-09-24,6125.361785714286,5
2010-09-27,6128.668214285714,6
2010-09-28,6135.845357142856,7
2010-09-29,6144.479642857143,8
2010-09-30,6152.269285714285,9
2010-10-01,6162.122857142857,10
2010-10-04,6170.505357142858,11
2010-10-05,6181.335714285714,12
2010-10-06,6192.748571428572,13
2010-10-07,6205.742857142858,14
2010-10-08,6218.830357142857,15
2010-10-11,6226.887857142858,16
2010-10-12,6234.770714285715,17
2010-10-13,6245.481428571429,18
2010-10-14,6256.203928571429,19
2010-10-15,6269.575714285714,20
2010-10-18,6282.153928571429,21
2010-10-19,6291.767142857143,22
2010-10-20,6302.830714285715,23
2010-10-21,6315.306785714286,24
2010-10-22,6327.107857142858,25
2010-10-25,6340.584285714285,26
2010-10-26,6353.589642857143,27
2010-10-27,6366.383928571428,28
2010-10-28,6377.123214285714,29
2010-10-29,6388.744285714286,30
2010-11-01,6402.9060714285715,31
2010-11-02,6419.6775,32
2010-11-03,6431.0882142857145,33
2010-11-04,6447.366785714286,34
2010-11-05,6464.442142857143,35
2010-11-08,6482.427142857143,36
2010-11-09,6502.383928571428,37
2010-11-10,6520.544642857143,38
2010-11-11,6541.5875,39
2010-11-12,6560.115357142858,40
2010-11-15,6578.666785714285,41
2010-11-16,6592.487857142857,42
2010-11-17,6607.073571428571,43
2010-11-18,6625.737857142857,44
2010-11-19,6644.987142857142,45
2010-11-22,6658.8275,46
2010-11-23,6667.7464285714295,47
2010-11-24,6679.585714285714,48
2010-11-25,6692.551071428571,49
2010-11-26,6705.347142857143,50
2010-11-29,6711.540714285715,51
2010-11-30,6714.307857142857,52
2010-12-01,6723.621785714286,53
2010-12-02,6734.993214285714,54
2010-12-03,6746.918928571428,55
2010-12-06,6760.718214285714,56
2010-12-07,6775.240714285714,57
2010-12-08,6788.615714285714,58
2010-12-09,6801.447857142857,59
2010-12-10,6814.0142857142855,60
2010-12-13,6828.713928571428,61
2010-12-14,6839.1678571428565,62
2010-12-15,6848.5310714285715,63
2010-12-16,6858.313214285715,64
2010-12-17,6865.264642857143,65
2010-12-20,6875.934642857143,66
2010-12-21,6888.598214285715,67
2010-12-22,6900.502142857143,68
2010-12-23,6910.056428571429,69
2010-12-27,6921.038214285713,70
2010-12-28,6930.753571428571,71
2010-12-29,6936.587857142857,72
2010-12-30,6939.1107142857145,73
2011-01-03,6945.0996428571425,74
2011-01-04,6954.754999999999,75
2011-01-05,6958.898571428572,76
2011-01-06,6962.531785714285,77
2011-01-07,6966.0625,78
2011-01-10,6971.744285714286,79
2011-01-11,6980.782857142856,80
2011-01-12,6988.0025,81
2011-01-13,6992.198928571429,82
2011-01-14,6996.769642857143,83
2011-01-17,7001.186785714286,84
2011-01-18,7006.2417857142855,85
2011-01-19,7010.059285714286,86
2011-01-20,7012.206071428571,87
2011-01-21,7014.215000000001,88
2011-01-24,7015.585714285714,89
2011-01-25,7016.714642857143,90
2011-01-26,7020.678214285715,91
2011-01-27,7025.363214285714,92
2011-01-28,7029.6614285714295,93
2011-01-31,7031.7642857142855,94
2011-02-01,7035.56,95
2011-02-02,7039.693928571428,96
2011-02-03,7044.550714285714,97
2011-02-04,7053.317857142858,98
2011-02-07,7064.443571428572,99
2011-02-08,7076.149642857143,100
2011-02-09,7090.675,101
2011-02-10,7103.194285714286,102
2011-02-11,7117.331785714286,103
2011-02-14,7133.646428571429,104
2011-02-15,7148.598214285715,105
2011-02-16,7165.2575,106
2011-02-17,7184.845,107
2011-02-18,7202.175000000001,108
2011-02-21,7211.211785714287,109
2011-02-22,7219.898928571429,110
2011-02-23,7224.145357142857,111
2011-02-24,7226.018214285714,112
2011-02-25,7227.5082142857145,113
2011-02-28,7234.278214285715,114
2011-03-01,7241.386428571429,115
2011-03-02,7245.625714285714,116
2011-03-03,7251.2753571428575,117
2011-03-04,7255.557142857143,118
2011-03-07,7256.792142857143,119
2011-03-08,7257.119642857143,120
2011-03-09,7258.155357142857,0
2011-03-10,7257.641428571429,-1
2011-03-11,7250.399285714286,-2
2011-03-14,7239.0764285714295,-3
2011-03-15,7219.575714285716,-4
2011-03-16,7194.491071428572,-5
2011-03-17,7172.1075,-6
2011-03-18,7148.5775,-7
2011-03-21,7130.549642857143,-8
2011-03-22,7110.574285714286,-9
2011-03-23,7090.333214285713,-10
2011-03-24,7073.795714285714,-11
2011-03-25,7057.592857142858,-12
2011-03-28,7040.604642857143,-13
2011-03-29,7023.780714285714,-14
2011-03-30,7010.578571428571,-15
2011-03-31,7000.560714285713,-16
2011-04-01,6995.612857142856,-17
2011-04-04,6994.924642857143,0
2011-04-05,6996.525000000001,1
2011-04-06,6997.594285714285,0
2011-04-07,6994.2535714285705,-1
2011-04-08,6994.029285714286,0
2011-04-11,6994.877142857143,0
2011-04-12,6990.482499999999,-1
2011-04-13,6990.449285714285,-2
2011-04-14,6989.900357142857,0
2011-04-15,6990.383928571428,0
2011-04-18,6986.635714285715,-1
2011-04-19,6985.7864285714295,0
2011-04-20,6995.347142857143,1
2011-04-21,7010.663571428571,2
2011-04-26,7035.979642857143,3
2011-04-27,7067.804999999999,4
2011-04-28,7097.031428571428,5
2011-04-29,7127.390714285714,6
2011-05-02,7152.802142857143,7
2011-05-03,7178.506785714286,8
2011-05-04,7198.845357142857,9
2011-05-05,7214.680357142856,10
2011-05-06,7234.176428571429,11
2011-05-09,7251.029642857144,12
2011-05-10,7271.2825,13
2011-05-11,7286.921785714286,14
2011-05-12,7301.301785714286,15
2011-05-13,7309.283928571429,16
2011-05-16,7316.862857142857,17
2011-05-17,7319.767857142857,18
2011-05-18,7322.925714285715,19
2011-05-19,7329.334642857144,20
2011-05-20,7331.113214285714,0
2011-05-23,7328.136785714286,0
2011-05-24,7329.842142857144,0
2011-05-25,7329.591071428572,-1
2011-05-26,7328.431428571429,-2
2011-05-27,7327.902142857143,0
2011-05-30,7332.668214285714,1
2011-05-31,7341.753214285714,0
2011-06-01,7340.618928571428,-1
2011-06-02,7332.712857142857,-2
2011-06-03,7323.874285714285,-3
2011-06-06,7312.432142857143,-4
2011-06-07,7299.1475,-5
2011-06-08,7282.925,-6
2011-06-09,7269.782857142857,-7
2011-06-10,7254.397142857143,-8
2011-06-13,7244.083214285713,-9
2011-06-14,7237.934285714286,-10
2011-06-15,7224.463928571429,-11
2011-06-16,7213.738214285714,-12
2011-06-17,7201.685714285714,-13
2011-06-20,7189.370000000001,-14
2011-06-21,7183.711428571429,-15
2011-06-22,7179.242857142856,-16
2011-06-23,7170.739285714285,-17
2011-06-24,7165.908214285714,-18
2011-06-27,7158.921428571428,-19
2011-06-28,7152.214285714285,0
2011-06-29,7153.1900000000005,1
2011-06-30,7162.2871428571425,2
2011-07-01,7171.886428571428,3
2011-07-04,7181.601428571428,4
2011-07-05,7193.221071428571,5
2011-07-06,7202.782499999999,6
2011-07-07,7213.894642857143,7
2011-07-08,7217.788928571428,8
2011-07-11,7218.246785714286,9
2011-07-12,7221.81892857143,10
2011-07-13,7227.491785714286,11
2011-07-14,7232.140714285714,12
2011-07-15,7236.314642857143,13
2011-07-18,7238.017857142857,14
2011-07-19,7239.196785714285,15
2011-07-20,7244.606071428571,16
2011-07-21,7251.9275,17
2011-07-22,7256.270357142857,18
2011-07-25,7264.465357142857,19
2011-07-26,7273.01,20
2011-07-27,7276.175357142856,21
2011-07-28,7277.598571428571,0
2011-07-29,7273.072142857142,-1
2011-08-01,7261.493214285714,-2
2011-08-02,7248.897142857143,-3
2011-08-03,7231.726071428572,-4
2011-08-04,7206.971071428571,-5
2011-08-05,7173.604285714285,-6
2011-08-08,7124.6446428571435,-7
2011-08-09,7072.531785714286,-8
2011-08-10,7008.031071428572,-9
2011-08-11,6949.2703571428565,-10
2011-08-12,6897.7810714285715,-11
2011-08-15,6847.461428571429,-12
2011-08-16,6794.727857142857,-13
2011-08-17,6742.806785714286,-14
2011-08-18,6684.683571428572,-15
2011-08-19,6624.178571428572,-16
2011-08-22,6560.103928571429,-17
2011-08-23,6500.019642857143,-18
2011-08-24,6445.0539285714285,-19
2011-08-25,6390.633214285714,-20
2011-08-26,6331.519285714286,-21
2011-08-29,6276.116071428572,-22
2011-08-30,6217.3225,-23
2011-08-31,6162.2675,-24
2011-09-01,6104.627857142857,-25
2011-09-02,6039.945,-26
2011-09-05,5968.284285714287,-27
2011-09-06,5896.995357142858,-28
2011-09-07,5834.379642857143,-29
2011-09-08,5779.182500000001,-30
2011-09-09,5721.796071428572,-31
2011-09-12,5665.7867857142855,-32
2011-09-13,5621.201071428572,-33
2011-09-14,5589.202142857143,-34
2011-09-15,5574.379642857142,-35
2011-09-16,5562.109285714286,-36
2011-09-19,5555.055357142856,-37
2011-09-20,5546.984642857143,-38
2011-09-21,5526.8439285714285,-39
2011-09-22,5496.2,-40
2011-09-23,5467.687857142858,-41
2011-09-26,5446.138571428572,0
2011-09-27,5447.0542857142855,1
2011-09-28,5450.569285714285,2
2011-09-29,5456.490714285714,0
2011-09-30,5455.4064285714285,-1
2011-10-03,5444.535714285715,-2
2011-10-04,5431.413214285714,-3
2011-10-05,5429.111428571428,-4
2011-10-06,5428.224999999999,0
2011-10-07,5429.360000000001,1
2011-10-10,5431.590000000001,2
2011-10-11,5436.3892857142855,3
2011-10-12,5452.68,4
2011-10-13,5476.560714285713,5
2011-10-14,5504.176071428571,6
2011-10-17,5520.386785714285,7
2011-10-18,5537.135,8
2011-10-19,5562.977857142857,9
2011-10-20,5587.768928571429,10
2011-10-21,5616.504642857143,11
2011-10-24,5642.043214285714,12
2011-10-25,5661.2757142857145,13
2011-10-26,5677.081428571429,14
2011-10-27,5710.0075,15
2011-10-28,5737.668571428571,16
2011-10-31,5762.937857142856,17
2011-11-01,5786.877142857143,18
2011-11-02,5814.3439285714285,19
2011-11-03,5842.473214285715,20
2011-11-04,5854.534642857143,21
2011-11-07,5867.043928571429,22
2011-11-08,5878.538928571428,23
2011-11-09,5890.236071428572,24
2011-11-10,5907.7757142857145,25
2011-11-11,5937.787142857143,26
2011-11-14,5956.0725,27
2011-11-15,5966.354285714287,28
2011-11-16,5974.842142857143,29
2011-11-17,5974.945,0
2011-11-18,5972.631785714286,-1
2011-11-21,5958.757857142858,-2
2011-11-22,5945.277500000001,-3
2011-11-23,5927.083571428571,-4
2011-11-24,5911.679285714286,-5
2011-11-25,5897.9457142857145,-6
2011-11-28,5891.938571428572,0
2011-11-29,5893.1325,1
2011-11-30,5897.3425,0
2011-12-01,5896.650000000001,0
2011-12-02,5897.861785714286,1
2011-12-05,5901.0767857142855,0
2011-12-06,5890.040357142857,-1
2011-12-07,5877.488214285715,-2
2011-12-08,5867.956071428572,0
2011-12-09,5873.391785714286,0
2011-12-12,5866.956071428571,-1
2011-12-13,5854.1375,-2
2011-12-14,5843.743928571428,-3
2011-12-15,5836.670357142858,-4
2011-12-16,5827.396785714286,-5
2011-12-19,5821.7242857142855,-6
2011-12-20,5820.982142857143,-7
2011-12-21,5811.5,-8
2011-12-22,5806.755714285714,-9
2011-12-23,5804.819642857142,-10
2011-12-27,5803.976785714286,-11
2011-12-28,5801.158928571428,0
2011-12-29,5802.8925,1
2011-12-30,5813.333571428571,2
2012-01-02,5832.5525,3
2012-01-03,5857.8667857142855,4
2012-01-04,5882.275357142857,5
2012-01-05,5903.815357142857,6
2012-01-06,5914.979285714287,7
2012-01-09,5922.740714285714,8
2012-01-10,5925.388571428572,9
2012-01-11,5929.547857142857,10
2012-01-12,5933.066785714285,11
2012-01-13,5934.387857142858,12
2012-01-16,5941.216071428571,13
2012-01-17,5953.294642857143,14
2012-01-18,5970.442142857142,15
2012-01-19,5985.783214285714,16
2012-01-20,6007.8889285714295,17
2012-01-23,6031.544642857143,18
2012-01-24,6058.118928571429,19
2012-01-25,6082.805714285715,20
2012-01-26,6112.736785714284,21
2012-01-27,6142.782142857142,22
2012-01-30,6164.118571428572,23
2012-01-31,6187.953571428572,24
2012-02-01,6215.255714285714,25
2012-02-02,6242.995000000001,26
2012-02-03,6274.313214285714,27
2012-02-06,6309.797500000001,28
2012-02-07,6342.133928571428,29
2012-02-08,6372.505714285714,30
2012-02-09,6397.9800000000005,31
2012-02-10,6416.779642857144,32
2012-02-13,6439.169642857143,33
2012-02-14,6461.748214285714,34
2012-02-15,6486.748928571428,35
2012-02-16,6512.989285714286,36
2012-02-17,6537.455357142857,37
2012-02-20,6565.880714285714,38
2012-02-21,6591.915357142857,39
2012-02-22,6616.943571428571,40
2012-02-23,6637.995357142858,41
2012-02-24,6656.9775,42
2012-02-27,6674.657142857143,43
2012-02-28,6691.491785714286,44
2012-02-29,6707.623571428571,45
2012-03-01,6725.664642857142,46
2012-03-02,6743.598571428572,47
2012-03-05,6759.4775,48
2012-03-06,6762.808214285715,49
2012-03-07,6768.4914285714285,50
2012-03-08,6782.423214285714,51
2012-03-09,6797.469642857142,52
2012-03-12,6807.637857142858,53
2012-03-13,6819.790714285714,54
2012-03-14,6830.960357142858,55
2012-03-15,6844.518214285715,56
2012-03-16,6858.933214285714,57
2012-03-19,6873.413928571428,58
2012-03-20,6882.918928571428,59
2012-03-21,6896.431785714286,60
2012-03-22,6905.102857142857,61
2012-03-23,6914.653928571429,62
2012-03-26,6926.1285714285705,63
2012-03-27,6937.805,64
2012-03-28,6943.189642857143,0
2012-03-29,6940.578928571428,0
2012-03-30,6941.959285714286,1
2012-04-02,6949.558571428572,2
2012-04-03,6955.730714285714,0
2012-04-04,6952.860357142857,-1
2012-04-05,6950.205357142857,-2
2012-04-10,6940.162499999999,-3
2012-04-11,6933.685714285714,-4
2012-04-12,6926.595357142857,-5
2012-04-13,6914.5428571428565,-6
2012-04-16,6905.926071428571,0
2012-04-17,6911.922142857143,1
2012-04-18,6914.097857142857,0
2012-04-19,6908.265,-1
2012-04-20,6903.618928571428,-2
2012-04-23,6890.106428571428,-3
2012-04-24,6875.624285714286,-4
2012-04-25,6862.234285714286,-5
2012-04-26,6847.786071428571,-6
2012-04-27,6835.0539285714285,-7
2012-04-30,6821.017142857143,-8
2012-05-02,6808.725357142857,-9
2012-05-03,6795.265357142857,-10
2012-05-04,6780.272857142857,-11
2012-05-07,6765.053571428572,-12
2012-05-08,6742.393214285715,-13
2012-05-09,6720.836428571428,-14
2012-05-10,6703.665,-15
2012-05-11,6693.121428571429,-16
2012-05-14,6675.447857142856,-17
2012-05-15,6652.033928571428,-18
2012-05-16,6630.676071428571,-19
2012-05-17,6613.708214285713,-20
2012-05-18,6595.706785714285,-21
2012-05-21,6585.871428571429,-22
2012-05-22,6577.331071428571,-23
2012-05-23,6560.992142857142,-24
2012-05-24,6551.420357142857,-25
2012-05-25,6541.232857142857,-26
2012-05-28,6524.168214285714,-27
2012-05-29,6512.197142857142,-28
2012-05-30,6498.253571428571,-29
2012-05-31,6480.905714285715,-30
2012-06-01,6464.023214285714,-31
2012-06-04,6442.159642857143,-32
2012-06-05,6415.9060714285715,-33
2012-06-06,6392.837857142857,-34
2012-06-07,6369.37,-35
2012-06-08,6346.856785714285,-36
2012-06-11,6326.509642857143,-37
2012-06-12,6307.466785714286,-38
2012-06-13,6292.860357142857,-39
2012-06-14,6277.472142857143,-40
2012-06-15,6269.781785714286,-41
2012-06-18,6261.670714285714,-42
2012-06-19,6256.147857142858,-43
2012-06-20,6249.440714285714,-44
2012-06-21,6245.553571428572,-45
2012-06-22,6240.631785714286,-46
2012-06-25,6231.636428571429,-47
2012-06-26,6225.483928571429,-48
2012-06-27,6223.975714285714,-49
2012-06-28,6217.506785714286,-50
2012-06-29,6216.816785714285,0
2012-07-02,6224.328571428571,1
2012-07-03,6233.697142857143,2
2012-07-04,6241.727857142857,3
2012-07-05,6249.3125,4
2012-07-06,6249.7864285714295,5
2012-07-09,6253.5996428571425,6
2012-07-10,6259.812142857142,7
2012-07-11,6274.225,8
2012-07-12,6289.979285714285,9
2012-07-13,6310.9685714285715,10
2012-07-16,6327.816071428571,11
2012-07-17,6343.295357142858,12
2012-07-18,6363.066785714285,13
2012-07-19,6385.114642857143,14
2012-07-20,6401.856785714285,15
2012-07-23,6411.386785714286,16
2012-07-24,6420.379642857143,17
2012-07-25,6426.705,18
2012-07-26,6438.660714285715,19
2012-07-27,6450.304999999999,20
2012-07-30,6463.945357142858,21
2012-07-31,6479.271428571429,22
2012-08-01,6496.814642857143,23
2012-08-02,6513.7325,24
2012-08-03,6539.767142857142,25
2012-08-06,6564.400357142857,26
2012-08-07,6593.616071428572,27
2012-08-08,6613.254285714285,28
2012-08-09,6630.001071428573,29
2012-08-10,6643.085,30
2012-08-13,6655.402142857143,31
2012-08-14,6671.074642857143,32
2012-08-15,6690.242142857142,33
2012-08-16,6711.982142857143,34
2012-08-17,6733.501785714286,35
2012-08-20,6754.21,36
2012-08-21,6778.1375,37
2012-08-22,6794.589285714285,38
2012-08-23,6808.2982142857145,39
2012-08-24,6822.3492857142855,40
2012-08-27,6835.314642857143,41
2012-08-28,6844.039285714286,42
2012-08-29,6857.630357142857,43
2012-08-30,6874.636071428571,44
2012-08-31,6895.363928571428,45
2012-09-03,6917.089285714285,46
2012-09-04,6929.575714285714,47
2012-09-05,6939.4075,48
2012-09-06,6953.452857142858,49
2012-09-07,6969.247142857143,50
2012-09-10,6985.648571428572,51
2012-09-11,7010.792142857143,52
2012-09-12,7027.858928571429,53
2012-09-13,7041.844642857143,54
2012-09-14,7057.708214285713,55
2012-09-17,7073.334642857143,56
2012-09-18,7087.0025000000005,57
2012-09-19,7102.938214285714,58
2012-09-20,7120.074285714285,59
2012-09-21,7137.118214285714,60
2012-09-24,7153.773928571428,61
2012-09-25,7169.088928571429,62
2012-09-26,7177.504285714285,63
2012-09-27,7186.659285714285,64
2012-09-28,7191.188928571429,65
2012-10-01,7202.2239285714295,66
2012-10-02,7214.948571428571,67
2012-10-03,7227.484642857142,68
2012-10-04,7236.6903571428575,69
2012-10-05,7250.8042857142855,70
2012-10-08,7260.827142857143,71
2012-10-09,7272.935714285713,72
2012-10-10,7281.308571428572,73
2012-10-11,7290.839642857142,74
2012-10-12,7301.550714285715,75
2012-10-15,7312.142142857143,76
2012-10-16,7319.604285714285,77
2012-10-17,7326.034642857143,78
2012-10-18,7334.017857142857,79
2012-10-19,7336.5367857142855,0
2012-10-22,7335.983928571428,-1
2012-10-23,7331.104285714285,-2
2012-10-24,7323.272857142858,-3
2012-10-25,7316.006428571428,-4
2012-10-26,7311.869285714286,-5
2012-10-29,7305.169285714285,-6
2012-10-30,7301.416071428571,-7
2012-10-31,7294.595,-8
2012-11-01,7291.8275,-9
2012-11-02,7289.639642857143,0
2012-11-05,7291.423928571428,1
2012-11-06,7294.5575,2
2012-11-07,7295.153214285715,0
2012-11-08,7290.8042857142855,-1
2012-11-09,7285.72,-2
2012-11-12,7280.244285714287,-3
2012-11-13,7275.383928571428,-4
2012-11-14,7264.814285714286,-5
2012-11-15,7255.964642857143,-6
2012-11-16,7245.821785714286,-7
2012-11-19,7242.915,-8
2012-11-20,7239.0325,-9
2012-11-21,7237.326071428572,-10
2012-11-22,7236.745357142857,-11
2012-11-23,7234.347500000001,-12
2012-11-26,7230.686071428571,-13
2012-11-27,7226.939642857143,-14
2012-11-28,7225.61,0
2012-11-29,7228.213928571428,1
2012-11-30,7236.492857142856,2
2012-12-03,7245.148571428572,3
2012-12-04,7253.5375,4
2012-12-05,7261.491071428572,5
2012-12-06,7273.326071428572,6
2012-12-07,7281.6617857142855,7
2012-12-10,7291.3150000000005,8
2012-12-11,7300.3892857142855,9
2012-12-12,7309.351428571428,10
2012-12-13,7318.476785714285,11
2012-12-14,7326.287857142857,12
2012-12-17,7339.577499999999,13
2012-12-18,7355.599642857143,14
2012-12-19,7373.635357142857,15
2012-12-20,7391.611785714284,16
2012-12-21,7408.294285714285,17
2012-12-27,7428.078571428572,18
2012-12-28,7448.398928571428,19
2013-01-02,7477.979285714285,20
2013-01-03,7500.572142857142,21
2013-01-04,7522.1214285714295,22
2013-01-07,7541.6910714285705,23
2013-01-08,7557.7925000000005,24
2013-01-09,7572.483214285714,25
2013-01-10,7587.356071428571,26
2013-01-11,7601.041785714287,27
2013-01-14,7614.831428571429,28
2013-01-15,7624.651071428571,29
2013-01-16,7634.852142857143,30
2013-01-17,7645.575357142857,31
2013-01-18,7655.115,32
2013-01-21,7665.626071428572,33
2013-01-22,7671.400000000001,34
2013-01-23,7678.176428571429,35
2013-01-24,7685.933928571429,36
2013-01-25,7695.513214285714,37
2013-01-28,7703.306428571428,38
2013-01-29,7712.8275,39
2013-01-30,7720.500357142858,40
2013-01-31,7726.611428571428,41
2013-02-01,7733.033214285714,0
2013-02-04,7731.952142857142,-1
2013-02-05,7731.686428571428,-2
2013-02-06,7729.720357142857,-3
2013-02-07,7727.397857142857,0
2013-02-08,7728.8175,0
2013-02-11,7723.6375,-1
2013-02-12,7720.2,-2
2013-02-13,7717.897142857143,-3
2013-02-14,7714.273214285715,-4
2013-02-15,7710.618928571428,-5
2013-02-18,7707.3425,0
2013-02-19,7708.913214285714,1
2013-02-20,7709.390714285714,0
2013-02-21,7704.178214285714,-1
2013-02-22,7703.678214285714,0
2013-02-25,7706.608928571428,0
2013-02-26,7701.667857142857,-1
2013-02-27,7700.724999999999,-2
2013-02-28,7700.469285714286,0
2013-03-01,7700.896071428571,0
2013-03-04,7700.329642857143,0
2013-03-05,7704.693214285714,1
2013-03-06,7706.884642857142,2
2013-03-07,7710.697857142857,3
2013-03-08,7715.622857142857,4
2013-03-11,7721.800714285714,5
2013-03-12,7728.588928571429,6
2013-03-13,7733.500357142856,7
2013-03-14,7748.505357142858,8
2013-03-15,7762.012142857143,9
2013-03-18,7777.352142857142,10
2013-03-19,7790.1,11
2013-03-20,7802.5939285714285,12
2013-03-21,7813.2642857142855,13
2013-03-22,7822.234285714286,14
2013-03-25,7827.913214285713,15
2013-03-26,7836.787499999999,16
2013-03-27,7843.7725,17
2013-03-28,7849.721785714285,18
2013-04-02,7856.558214285715,19
2013-04-03,7861.767142857142,20
2013-04-04,7870.117857142858,0
2013-04-05,7870.005,-1
2013-04-08,7866.056785714286,0
2013-04-09,7867.499642857142,1
2013-04-10,7872.313928571429,2
2013-04-11,7876.954285714286,3
2013-04-12,7878.261785714285,4
2013-04-15,7879.01,0
2013-04-16,7872.305357142856,-1
2013-04-17,7857.4375,-2
2013-04-18,7840.793214285714,-3
2013-04-19,7821.989285714285,-4
2013-04-22,7803.9114285714295,-5
2013-04-23,7792.914642857142,-6
2013-04-24,7785.347500000001,-7
2013-04-25,7777.293571428571,-8
2013-04-26,7769.1475,-9
2013-04-29,7764.2474999999995,-10
2013-04-30,7763.030357142858,-11
2013-05-02,7761.5925,0
2013-05-03,7768.370357142858,1
2013-05-06,7775.539285714286,2
2013-05-07,7786.642142857143,3
2013-05-08,7799.857857142857,4
2013-05-09,7816.767142857143,5
2013-05-10,7834.027142857143,6
2013-05-13,7846.00642857143,7
2013-05-14,7862.590714285715,8
2013-05-15,7882.056071428572,9
2013-05-16,7907.453214285714,10
2013-05-17,7933.716071428572,11
2013-05-20,7962.941785714285,12
2013-05-21,7986.569285714286,13
2013-05-22,8010.114285714285,14
2013-05-23,8031.800357142857,15
2013-05-24,8052.967857142858,16
2013-05-27,8077.993571428572,17
2013-05-28,8112.916428571429,18
2013-05-29,8143.7325,19
2013-05-30,8177.3125,20
2013-05-31,8208.41,21
2013-06-03,8230.823928571428,22
2013-06-04,8250.0,23
2013-06-05,8262.975714285714,24
2013-06-06,8273.120357142858,25
2013-06-07,8286.73392857143,26
2013-06-10,8300.804642857143,27
2013-06-11,8310.117142857143,28
2013-06-12,8310.866428571428,0
2013-06-13,8310.270357142857,-1
2013-06-14,8308.348214285714,-2
2013-06-17,8307.134642857143,-3
2013-06-18,8305.954642857143,-4
2013-06-19,8303.043571428572,-5
2013-06-20,8290.514642857142,-6
2013-06-21,8270.87642857143,-7
2013-06-24,8246.948928571428,-8
2013-06-25,8227.0,-9
2013-06-26,8210.678214285714,-10
2013-06-27,8194.068214285715,-11
2013-06-28,8175.7474999999995,-12
2013-07-01,8156.2128571428575,-13
2013-07-02,8140.455357142857,-14
2013-07-03,8123.455357142857,-15
2013-07-04,8109.562857142858,-16
2013-07-05,8085.460357142858,-17
2013-07-08,8072.316071428571,-18
2013-07-09,8060.085714285715,-19
2013-07-10,8050.001428571428,-20
2013-07-11,8045.465714285715,-21
2013-07-12,8042.494642857143,0
2013-07-15,8043.874285714286,1
2013-07-16,8047.5257142857145,2
2013-07-17,8047.527142857142,3
2013-07-18,8048.577142857142,4
2013-07-19,8052.473928571429,5
2013-07-22,8059.180714285714,6
2013-07-23,8066.996428571429,7
2013-07-24,8075.966071428571,8
2013-07-25,8078.939285714286,9
2013-07-26,8079.489285714286,10
2013-07-29,8081.7017857142855,11
2013-07-30,8093.935357142856,12
2013-07-31,8111.318571428571,13
2013-08-01,8136.971428571429,14
2013-08-02,8158.244285714286,15
2013-08-05,8174.579642857143,16
2013-08-06,8185.614642857143,17
2013-08-07,8196.37392857143,18
2013-08-08,8208.316785714285,19
2013-08-09,8223.586071428572,20
2013-08-12,8242.512142857142,21
2013-08-13,8257.563928571428,22
2013-08-14,8280.139642857142,23
2013-08-15,8294.702142857142,24
2013-08-16,8306.637499999999,25
2013-08-19,8317.345,26
2013-08-20,8322.388928571429,27
2013-08-21,8324.983214285714,28
2013-08-22,8330.807499999999,29
2013-08-23,8338.519642857143,30
2013-08-26,8344.963571428572,0
2013-08-27,8341.5875,-1
2013-08-28,8335.385,-2
2013-08-29,8330.509642857143,-3
2013-08-30,8322.971071428572,-4
2013-09-02,8318.141071428572,-5
2013-09-03,8313.917142857143,-6
2013-09-04,8312.1675,-7
2013-09-05,8311.308571428572,0
2013-09-06,8311.474642857143,1
