"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"05.01.2005","4.258,24","4.262,21","4.274,65","4.242,07","","-0,75%"
"04.01.2005","4.290,50","4.281,63","4.306,69","4.276,55","","-0,02%"
"03.01.2005","4.291,53","4.260,92","4.310,30","4.251,37","","0,83%"
"30.12.2004","4.256,08","4.254,38","4.261,96","4.251,06","","0,20%"
"29.12.2004","4.247,75","4.270,56","4.272,18","4.240,02","","-0,33%"
"28.12.2004","4.261,79","4.253,81","4.262,05","4.242,59","","0,62%"
"27.12.2004","4.235,36","4.254,41","4.262,24","4.235,36","","-0,38%"
"23.12.2004","4.251,62","4.234,05","4.253,68","4.234,05","","0,24%"
"22.12.2004","4.241,28","4.232,44","4.252,20","4.229,83","","0,64%"
"21.12.2004","4.214,39","4.201,43","4.221,61","4.199,42","","0,07%"
"20.12.2004","4.211,55","4.178,17","4.227,69","4.176,38","","0,70%"
"17.12.2004","4.182,27","4.235,78","4.241,82","4.173,59","","-1,22%"
"16.12.2004","4.233,71","4.216,36","4.235,78","4.216,05","","0,48%"
"15.12.2004","4.213,69","4.239,39","4.243,76","4.211,93","","-0,42%"
"14.12.2004","4.231,30","4.234,36","4.250,05","4.224,18","","0,29%"
"13.12.2004","4.219,24","4.189,34","4.228,99","4.188,21","","1,07%"
"10.12.2004","4.174,55","4.167,54","4.182,96","4.153,41","","0,58%"
"09.12.2004","4.150,41","4.197,95","4.206,61","4.131,24","","-1,21%"
"08.12.2004","4.201,35","4.185,07","4.213,43","4.172,55","","-0,27%"
"07.12.2004","4.212,62","4.197,50","4.231,46","4.192,28","","0,45%"
"06.12.2004","4.193,91","4.199,25","4.204,44","4.184,36","","-0,36%"
"03.12.2004","4.208,87","4.225,38","4.233,52","4.191,10","","-0,18%"
"02.12.2004","4.216,40","4.202,72","4.227,83","4.186,33","","0,73%"
"01.12.2004","4.186,03","4.108,55","4.187,71","4.107,62","","1,45%"
"30.11.2004","4.126,00","4.161,62","4.165,52","4.113,48","","-0,51%"
"29.11.2004","4.146,98","4.160,89","4.219,05","4.146,98","","-0,18%"
"26.11.2004","4.154,27","4.147,03","4.159,13","4.135,53","","-0,15%"
"25.11.2004","4.160,35","4.137,06","4.161,55","4.131,13","","0,85%"
"24.11.2004","4.125,30","4.140,25","4.140,25","4.114,27","","0,29%"
"23.11.2004","4.113,37","4.143,72","4.160,22","4.107,40","","-0,26%"
"22.11.2004","4.123,98","4.115,91","4.123,98","4.088,59","","-0,26%"
"19.11.2004","4.134,89","4.179,76","4.202,45","4.133,22","","-1,05%"
"18.11.2004","4.178,68","4.167,15","4.191,04","4.160,28","","-0,11%"
"17.11.2004","4.183,41","4.126,60","4.183,41","4.116,21","","1,61%"
"16.11.2004","4.117,22","4.139,49","4.144,02","4.106,87","","-0,41%"
"15.11.2004","4.134,34","4.162,93","4.171,98","4.130,11","","-0,22%"
"12.11.2004","4.143,35","4.149,01","4.162,37","4.135,88","","0,30%"
"11.11.2004","4.130,81","4.081,06","4.141,15","4.078,09","","1,02%"
"10.11.2004","4.089,13","4.074,43","4.103,51","4.074,43","","0,59%"
"09.11.2004","4.065,33","4.075,63","4.086,06","4.058,99","","-0,09%"
"08.11.2004","4.068,97","4.063,83","4.081,01","4.051,61","","0,13%"
"05.11.2004","4.063,58","4.075,01","4.111,78","4.048,05","","0,55%"
"04.11.2004","4.041,38","4.032,61","4.041,38","4.013,87","","0,06%"
"03.11.2004","4.039,04","4.061,41","4.073,53","4.028,24","","0,04%"
"02.11.2004","4.037,57","4.017,83","4.042,36","4.010,60","","0,62%"
"01.11.2004","4.012,64","3.961,18","4.017,85","3.959,25","","1,32%"
"29.10.2004","3.960,25","3.965,00","3.994,19","3.950,30","","0,02%"
"28.10.2004","3.959,59","3.951,70","3.975,82","3.947,93","","0,78%"
"27.10.2004","3.929,03","3.882,02","3.929,03","3.866,17","","1,73%"
"26.10.2004","3.862,26","3.861,50","3.870,89","3.843,58","","0,20%"
"25.10.2004","3.854,41","3.880,48","3.880,48","3.838,98","","-2,05%"
"22.10.2004","3.935,14","3.932,62","3.968,47","3.924,43","","0,03%"
"21.10.2004","3.934,06","3.929,36","3.947,10","3.894,88","","0,55%"
"20.10.2004","3.912,40","3.918,36","3.918,36","3.889,72","","-1,30%"
"19.10.2004","3.964,13","3.944,74","3.983,45","3.944,74","","1,25%"
"18.10.2004","3.915,17","3.926,51","3.937,40","3.897,61","","-0,18%"
"15.10.2004","3.922,11","3.937,21","3.937,21","3.897,48","","-0,47%"
"14.10.2004","3.940,46","3.961,34","3.961,34","3.928,90","","-0,89%"
"13.10.2004","3.976,03","3.968,50","4.015,70","3.968,50","","0,47%"
"12.10.2004","3.957,60","4.011,22","4.011,22","3.943,74","","-1,50%"
"11.10.2004","4.017,82","4.011,83","4.026,99","4.004,93","","0,06%"
"08.10.2004","4.015,54","4.028,79","4.065,98","4.001,52","","-0,69%"
"07.10.2004","4.043,36","4.062,94","4.077,33","4.034,26","","-0,16%"
"06.10.2004","4.049,66","4.046,30","4.062,19","4.030,74","","0,02%"
"05.10.2004","4.048,71","4.034,30","4.078,50","4.023,75","","0,38%"
"04.10.2004","4.033,28","4.005,64","4.059,27","4.005,64","","0,96%"
"01.10.2004","3.994,96","3.895,15","3.996,11","3.895,15","","2,62%"
"30.09.2004","3.892,90","3.934,59","3.950,66","3.887,83","","-0,70%"
"29.09.2004","3.920,36","3.883,59","3.944,13","3.883,59","","0,98%"
"28.09.2004","3.882,27","3.867,50","3.888,85","3.848,28","","0,20%"
"27.09.2004","3.874,37","3.905,74","3.905,74","3.859,37","","-0,92%"
"24.09.2004","3.910,30","3.900,52","3.917,72","3.887,84","","0,12%"
"23.09.2004","3.905,66","3.927,41","3.929,32","3.895,13","","-0,93%"
"22.09.2004","3.942,35","3.989,85","3.999,47","3.935,76","","-1,22%"
"21.09.2004","3.991,02","3.977,07","3.998,50","3.968,63","","0,34%"
"20.09.2004","3.977,68","3.986,33","3.986,33","3.954,16","","-0,26%"
"17.09.2004","3.988,07","3.962,82","4.000,13","3.955,82","","0,62%"
"16.09.2004","3.963,65","3.941,57","3.968,14","3.940,96","","0,56%"
"15.09.2004","3.941,75","3.949,55","3.970,99","3.928,32","","-0,15%"
"14.09.2004","3.947,75","3.954,49","3.955,04","3.933,26","","-0,14%"
"13.09.2004","3.953,31","3.890,29","3.953,31","3.890,29","","1,73%"
"10.09.2004","3.886,03","3.855,41","3.896,60","3.855,41","","0,90%"
"09.09.2004","3.851,22","3.867,97","3.867,97","3.836,04","","-0,85%"
"08.09.2004","3.884,16","3.890,69","3.898,73","3.875,40","","-0,13%"
"07.09.2004","3.889,04","3.888,54","3.905,11","3.873,53","","0,04%"
"06.09.2004","3.887,58","3.867,45","3.891,62","3.867,45","","0,53%"
"03.09.2004","3.866,99","3.834,68","3.882,78","3.823,20","","0,87%"
"02.09.2004","3.833,45","3.814,99","3.844,53","3.797,98","","0,41%"
"01.09.2004","3.817,62","3.794,17","3.827,87","3.792,25","","0,86%"
"31.08.2004","3.785,21","3.829,74","3.829,74","3.778,19","","-1,40%"
"30.08.2004","3.838,85","3.848,80","3.852,94","3.818,75","","-0,32%"
"27.08.2004","3.851,18","3.833,49","3.856,03","3.811,70","","0,49%"
"26.08.2004","3.832,28","3.796,58","3.839,32","3.796,58","","1,15%"
"25.08.2004","3.788,88","3.790,13","3.801,76","3.770,78","","0,47%"
"24.08.2004","3.771,00","3.771,09","3.799,89","3.766,39","","-0,03%"
"23.08.2004","3.772,14","3.722,23","3.782,37","3.722,23","","1,60%"
"20.08.2004","3.712,61","3.716,60","3.723,84","3.689,86","","-0,28%"
"19.08.2004","3.722,99","3.729,87","3.758,51","3.706,10","","-0,09%"
"18.08.2004","3.726,50","3.704,80","3.728,41","3.677,93","","0,56%"
"17.08.2004","3.705,73","3.696,21","3.735,84","3.679,22","","0,18%"
"16.08.2004","3.699,11","3.643,08","3.703,41","3.618,58","","1,43%"
"13.08.2004","3.646,99","3.648,89","3.662,78","3.618,69","","-0,30%"
"12.08.2004","3.658,11","3.683,66","3.708,33","3.632,45","","-0,57%"
"11.08.2004","3.678,91","3.722,61","3.731,45","3.636,96","","-1,12%"
"10.08.2004","3.720,64","3.691,61","3.721,31","3.685,92","","0,82%"
"09.08.2004","3.690,33","3.726,51","3.736,55","3.666,05","","-1,00%"
"06.08.2004","3.727,74","3.818,78","3.818,78","3.719,46","","-2,65%"
"05.08.2004","3.829,03","3.834,27","3.858,66","3.828,69","","0,14%"
"04.08.2004","3.823,74","3.867,47","3.867,47","3.807,25","","-1,38%"
"03.08.2004","3.877,32","3.869,14","3.891,78","3.864,79","","0,38%"
"02.08.2004","3.862,71","3.891,18","3.891,18","3.841,73","","-0,84%"
"30.07.2004","3.895,61","3.900,89","3.911,30","3.867,08","","0,15%"
"29.07.2004","3.889,68","3.815,36","3.895,35","3.815,36","","2,17%"
"28.07.2004","3.807,21","3.829,04","3.856,66","3.797,74","","-0,18%"
"27.07.2004","3.814,08","3.755,43","3.815,12","3.755,43","","1,64%"
"26.07.2004","3.752,59","3.795,66","3.811,38","3.749,04","","-1,18%"
"23.07.2004","3.797,33","3.805,30","3.824,76","3.785,29","","-0,10%"
"22.07.2004","3.801,05","3.867,21","3.867,21","3.796,29","","-1,97%"
"21.07.2004","3.877,48","3.849,64","3.899,42","3.849,64","","1,04%"
"20.07.2004","3.837,60","3.809,36","3.839,73","3.785,34","","0,65%"
"19.07.2004","3.812,63","3.845,03","3.845,80","3.812,63","","-0,87%"
"16.07.2004","3.845,93","3.848,14","3.883,06","3.837,63","","-0,03%"
"15.07.2004","3.847,19","3.898,20","3.898,20","3.847,19","","-1,32%"
"14.07.2004","3.898,84","3.894,57","3.898,84","3.851,35","","-0,13%"
"13.07.2004","3.903,88","3.897,31","3.919,24","3.892,14","","0,27%"
"12.07.2004","3.893,24","3.911,54","3.928,07","3.884,42","","-0,80%"
"09.07.2004","3.924,49","3.932,26","3.932,59","3.882,75","","-0,25%"
"08.07.2004","3.934,48","3.921,42","3.936,99","3.894,73","","0,10%"
"07.07.2004","3.930,58","3.944,36","3.958,89","3.922,46","","-0,36%"
"06.07.2004","3.944,88","4.001,54","4.008,10","3.935,92","","-1,27%"
"05.07.2004","3.995,73","3.998,19","4.011,54","3.991,16","","-0,08%"
"02.07.2004","3.998,77","4.030,46","4.030,46","3.990,50","","-0,90%"
"01.07.2004","4.035,02","4.078,36","4.101,52","4.026,56","","-0,44%"
"30.06.2004","4.052,73","4.070,07","4.090,75","4.052,73","","-0,42%"
"29.06.2004","4.069,73","4.067,92","4.086,07","4.050,22","","0,01%"
"28.06.2004","4.069,35","4.016,82","4.076,58","4.004,50","","1,40%"
"25.06.2004","4.013,35","4.006,74","4.020,16","3.987,02","","0,16%"
"24.06.2004","4.007,05","3.954,21","4.012,67","3.954,21","","1,57%"
"23.06.2004","3.945,10","3.933,85","3.966,89","3.933,85","","0,43%"
"22.06.2004","3.928,39","3.985,42","3.985,42","3.916,42","","-1,53%"
"21.06.2004","3.989,31","4.008,50","4.029,11","3.977,80","","-0,26%"
"18.06.2004","3.999,79","3.976,30","4.004,86","3.966,22","","0,36%"
"17.06.2004","3.985,46","3.996,98","4.018,60","3.971,77","","-0,44%"
"16.06.2004","4.003,24","3.991,08","4.014,81","3.991,08","","0,40%"
"15.06.2004","3.987,30","3.946,17","3.995,43","3.933,12","","0,98%"
"14.06.2004","3.948,65","4.008,61","4.008,61","3.939,17","","-1,64%"
"11.06.2004","4.014,56","4.017,45","4.019,38","3.993,27","","-0,18%"
"10.06.2004","4.021,64","3.997,21","4.027,40","3.992,53","","0,60%"
"09.06.2004","3.997,76","4.024,39","4.036,46","3.990,64","","-0,53%"
"08.06.2004","4.018,95","4.021,79","4.040,77","4.003,12","","0,03%"
"07.06.2004","4.017,81","3.973,45","4.025,08","3.973,45","","1,41%"
"04.06.2004","3.961,93","3.917,80","3.973,57","3.913,77","","1,14%"
"03.06.2004","3.917,08","3.890,27","3.917,66","3.870,84","","0,74%"
"02.06.2004","3.888,31","3.868,94","3.917,73","3.868,94","","0,62%"
"01.06.2004","3.864,18","3.924,30","3.929,88","3.856,04","","-1,46%"
"31.05.2004","3.921,41","3.904,39","3.927,95","3.898,40","","0,48%"
"28.05.2004","3.902,72","3.921,89","3.940,71","3.892,31","","-0,27%"
"27.05.2004","3.913,33","3.872,03","3.926,62","3.872,03","","1,18%"
"26.05.2004","3.867,52","3.830,72","3.901,31","3.830,72","","1,03%"
"25.05.2004","3.828,07","3.859,64","3.859,64","3.809,98","","-1,03%"
"24.05.2004","3.867,84","3.842,41","3.901,48","3.842,41","","0,94%"
"21.05.2004","3.831,84","3.842,24","3.869,20","3.808,60","","-0,19%"
"20.05.2004","3.839,32","3.855,63","3.855,63","3.812,04","","-0,85%"
"19.05.2004","3.872,26","3.799,43","3.883,15","3.799,43","","2,19%"
"18.05.2004","3.789,24","3.756,86","3.796,73","3.754,06","","0,93%"
"17.05.2004","3.754,37","3.801,47","3.801,47","3.710,02","","-1,28%"
"14.05.2004","3.803,10","3.824,55","3.833,02","3.769,59","","-0,57%"
"13.05.2004","3.824,93","3.781,75","3.827,03","3.779,75","","1,29%"
"12.05.2004","3.776,24","3.846,69","3.851,74","3.769,88","","-1,91%"
"11.05.2004","3.849,84","3.790,71","3.850,52","3.790,71","","1,72%"
"10.05.2004","3.784,61","3.894,98","3.894,98","3.776,36","","-2,85%"
"07.05.2004","3.895,64","3.909,61","3.923,16","3.852,90","","-0,35%"
"06.05.2004","3.909,46","4.011,83","4.012,92","3.900,51","","-2,80%"
"05.05.2004","4.022,10","3.975,66","4.029,32","3.964,29","","0,79%"
"04.05.2004","3.990,75","4.002,28","4.018,71","3.976,21","","-0,42%"
"03.05.2004","4.007,65","3.972,88","4.011,44","3.945,52","","0,56%"
"30.04.2004","3.985,21","3.998,53","4.008,07","3.968,86","","-0,59%"
"29.04.2004","4.008,91","4.051,25","4.061,95","3.987,00","","-1,40%"
"28.04.2004","4.065,74","4.130,49","4.133,86","4.062,59","","-1,65%"
"27.04.2004","4.134,10","4.124,69","4.151,08","4.112,86","","0,20%"
"26.04.2004","4.125,83","4.105,97","4.156,89","4.105,97","","0,54%"
"23.04.2004","4.103,62","4.080,37","4.129,14","4.080,37","","1,10%"
"22.04.2004","4.059,15","4.043,37","4.062,83","4.002,45","","0,82%"
"21.04.2004","4.026,15","4.050,47","4.055,26","4.013,30","","-0,86%"
"20.04.2004","4.061,13","4.034,28","4.083,27","4.034,28","","0,90%"
"19.04.2004","4.025,07","4.033,00","4.040,68","3.995,59","","-0,22%"
"16.04.2004","4.033,98","4.004,61","4.043,53","3.986,62","","0,73%"
"15.04.2004","4.004,61","4.011,27","4.034,32","3.989,21","","-0,20%"
"14.04.2004","4.012,77","4.058,91","4.058,91","3.970,02","","-1,44%"
"13.04.2004","4.071,42","4.016,09","4.094,23","4.016,09","","1,44%"
"08.04.2004","4.013,53","4.030,56","4.058,29","4.004,57","","0,31%"
"07.04.2004","4.001,16","4.023,71","4.048,61","4.000,44","","-0,54%"
"06.04.2004","4.022,81","4.064,75","4.065,71","4.010,73","","-0,64%"
"05.04.2004","4.048,60","4.015,23","4.059,08","4.006,47","","1,02%"
"02.04.2004","4.007,60","3.924,48","4.008,08","3.921,50","","2,11%"
"01.04.2004","3.924,85","3.858,34","3.928,63","3.857,04","","1,77%"
"31.03.2004","3.856,70","3.876,47","3.901,05","3.840,11","","-0,45%"
"30.03.2004","3.874,04","3.880,40","3.883,66","3.845,57","","-0,19%"
"29.03.2004","3.881,25","3.828,04","3.886,36","3.823,67","","1,54%"
"26.03.2004","3.822,33","3.834,85","3.849,99","3.802,23","","0,27%"
"25.03.2004","3.811,92","3.729,76","3.811,92","3.729,76","","2,30%"
"24.03.2004","3.726,07","3.732,30","3.758,44","3.692,40","","-0,07%"
"23.03.2004","3.728,82","3.722,95","3.772,84","3.715,41","","-0,01%"
"22.03.2004","3.729,23","3.802,53","3.802,53","3.696,18","","-2,35%"
"19.03.2004","3.819,15","3.838,38","3.863,01","3.805,15","","-0,22%"
"18.03.2004","3.827,43","3.898,38","3.902,74","3.821,88","","-1,78%"
"17.03.2004","3.896,79","3.828,26","3.902,85","3.828,26","","1,95%"
"16.03.2004","3.822,37","3.810,88","3.851,01","3.775,11","","0,30%"
"15.03.2004","3.810,76","3.908,61","3.909,87","3.807,94","","-2,67%"
"12.03.2004","3.915,38","3.879,63","3.920,41","3.824,54","","0,27%"
"11.03.2004","3.904,95","4.040,51","4.040,51","3.875,59","","-3,46%"
"10.03.2004","4.044,70","4.077,64","4.077,64","4.024,81","","-1,05%"
"09.03.2004","4.087,55","4.143,98","4.143,98","4.077,03","","-1,41%"
"08.03.2004","4.145,99","4.131,34","4.163,19","4.131,34","","0,48%"
"05.03.2004","4.126,14","4.136,79","4.151,84","4.090,90","","-0,18%"
"04.03.2004","4.133,78","4.077,31","4.138,85","4.077,31","","1,52%"
"03.03.2004","4.071,70","4.088,89","4.096,41","4.058,11","","-0,70%"
"02.03.2004","4.100,34","4.057,08","4.101,06","4.057,08","","1,13%"
"01.03.2004","4.054,43","4.026,19","4.061,10","4.026,19","","0,90%"
"27.02.2004","4.018,16","4.027,36","4.052,58","4.017,91","","0,26%"
"26.02.2004","4.007,81","4.008,39","4.019,31","3.973,80","","0,31%"
"25.02.2004","3.995,34","3.993,30","4.008,03","3.960,41","","0,10%"
"24.02.2004","3.991,42","4.067,91","4.067,91","3.967,87","","-1,90%"
"23.02.2004","4.068,71","4.074,11","4.106,08","4.065,25","","-0,11%"
"20.02.2004","4.073,35","4.124,51","4.135,55","4.055,56","","-1,65%"
"19.02.2004","4.141,53","4.099,92","4.147,34","4.099,92","","1,13%"
"18.02.2004","4.095,34","4.096,73","4.111,50","4.085,29","","-0,01%"
"17.02.2004","4.095,86","4.073,77","4.099,80","4.070,65","","0,62%"
"16.02.2004","4.070,46","4.054,96","4.070,46","4.040,49","","0,33%"
"13.02.2004","4.057,05","4.121,45","4.130,75","4.047,92","","-1,57%"
"12.02.2004","4.121,65","4.138,17","4.150,56","4.106,31","","-0,01%"
"11.02.2004","4.122,16","4.111,89","4.125,59","4.101,14","","0,28%"
"10.02.2004","4.110,80","4.100,75","4.114,78","4.083,33","","0,29%"
"09.02.2004","4.098,97","4.051,36","4.102,46","4.051,36","","1,33%"
"06.02.2004","4.044,99","4.015,02","4.053,02","4.007,87","","0,75%"
"05.02.2004","4.014,79","4.025,40","4.054,93","4.009,56","","-0,34%"
"04.02.2004","4.028,37","4.050,08","4.050,08","4.008,80","","-0,72%"
"03.02.2004","4.057,51","4.074,42","4.075,80","4.019,00","","-0,35%"
"02.02.2004","4.071,60","4.062,79","4.087,21","4.046,30","","0,32%"
"30.01.2004","4.058,60","4.106,65","4.116,52","4.048,52","","-0,91%"
"29.01.2004","4.095,71","4.117,58","4.126,64","4.092,05","","-1,31%"
"28.01.2004","4.150,24","4.124,49","4.157,18","4.105,97","","0,38%"
"27.01.2004","4.134,42","4.141,86","4.175,48","4.129,12","","0,14%"
"26.01.2004","4.128,68","4.152,09","4.152,09","4.116,07","","-0,56%"
"23.01.2004","4.151,83","4.140,76","4.164,26","4.130,86","","0,29%"
"22.01.2004","4.139,86","4.144,04","4.171,49","4.129,23","","0,04%"
"21.01.2004","4.138,04","4.109,64","4.138,04","4.099,47","","0,77%"
"20.01.2004","4.106,41","4.141,33","4.156,08","4.101,54","","-0,81%"
"19.01.2004","4.139,92","4.111,89","4.151,72","4.111,89","","0,69%"
"16.01.2004","4.111,64","4.090,80","4.122,93","4.090,80","","1,05%"
"15.01.2004","4.068,75","4.047,63","4.081,62","4.026,91","","0,33%"
"14.01.2004","4.055,21","3.993,33","4.056,23","3.980,33","","1,48%"
"13.01.2004","3.996,22","4.006,85","4.033,67","3.990,61","","0,01%"
"12.01.2004","3.995,91","4.010,05","4.010,05","3.980,19","","-0,50%"
"09.01.2004","4.016,18","4.059,10","4.073,33","3.982,83","","-0,72%"
"08.01.2004","4.045,43","4.013,15","4.070,47","4.013,15","","1,02%"
"07.01.2004","4.004,40","4.039,65","4.050,99","3.985,95","","-0,77%"
"06.01.2004","4.035,44","4.038,42","4.047,03","4.003,48","","-0,01%"
"05.01.2004","4.035,90","4.019,94","4.040,98","4.001,49","","0,43%"
"02.01.2004","4.018,50","3.969,04","4.022,96","3.969,04","","1,35%"
"30.12.2003","3.965,16","3.957,93","3.996,28","3.957,93","","0,31%"
"29.12.2003","3.952,72","3.907,57","3.957,23","3.907,57","","1,27%"
"23.12.2003","3.903,34","3.884,10","3.913,26","3.884,10","","0,68%"
"22.12.2003","3.876,94","3.891,67","3.909,41","3.870,56","","-0,55%"
"19.12.2003","3.898,42","3.881,97","3.907,91","3.876,44","","0,71%"
"18.12.2003","3.870,88","3.847,32","3.878,89","3.823,71","","0,61%"
"17.12.2003","3.847,57","3.870,16","3.880,07","3.840,96","","-0,48%"
"16.12.2003","3.865,98","3.862,82","3.878,63","3.835,94","","-0,24%"
"15.12.2003","3.875,47","3.866,92","3.930,26","3.866,92","","0,40%"
"12.12.2003","3.860,13","3.864,59","3.904,43","3.847,63","","0,03%"
"11.12.2003","3.858,85","3.833,22","3.864,34","3.826,93","","0,99%"
"10.12.2003","3.820,92","3.841,87","3.847,93","3.798,00","","-0,66%"
"09.12.2003","3.846,18","3.812,92","3.878,45","3.812,92","","1,04%"
"08.12.2003","3.806,54","3.834,89","3.834,89","3.778,73","","-0,92%"
"05.12.2003","3.841,73","3.856,48","3.874,55","3.813,60","","-0,85%"
"04.12.2003","3.874,78","3.871,50","3.894,82","3.848,02","","-0,02%"
"03.12.2003","3.875,66","3.808,30","3.875,66","3.801,76","","1,74%"
"02.12.2003","3.809,26","3.821,64","3.838,09","3.788,93","","-0,31%"
"01.12.2003","3.821,20","3.752,72","3.829,46","3.752,72","","2,01%"
"28.11.2003","3.745,95","3.748,23","3.771,10","3.692,01","","0,03%"
"27.11.2003","3.744,99","3.741,63","3.756,11","3.729,18","","0,86%"
"26.11.2003","3.712,98","3.731,29","3.786,37","3.712,98","","-0,54%"
"25.11.2003","3.733,16","3.744,47","3.767,92","3.727,80","","-0,11%"
"24.11.2003","3.737,09","3.642,70","3.743,37","3.642,70","","2,60%"
"21.11.2003","3.642,25","3.637,62","3.658,22","3.619,92","","0,12%"
"20.11.2003","3.638,04","3.663,63","3.671,38","3.576,52","","-0,39%"
"19.11.2003","3.652,29","3.659,97","3.659,97","3.594,61","","-0,38%"
"18.11.2003","3.666,28","3.693,08","3.715,88","3.644,96","","-0,22%"
"17.11.2003","3.674,54","3.792,89","3.792,89","3.664,95","","-3,24%"
"14.11.2003","3.797,40","3.752,18","3.812,90","3.746,91","","0,84%"
"13.11.2003","3.765,59","3.756,30","3.813,20","3.739,25","","0,46%"
"12.11.2003","3.748,34","3.730,14","3.754,35","3.696,95","","0,50%"
"11.11.2003","3.729,87","3.739,47","3.739,47","3.699,99","","-0,44%"
"10.11.2003","3.746,24","3.778,27","3.789,29","3.737,25","","-0,96%"
"07.11.2003","3.782,56","3.744,41","3.814,21","3.744,41","","1,30%"
"06.11.2003","3.733,93","3.719,85","3.759,87","3.683,46","","0,44%"
"05.11.2003","3.717,70","3.737,32","3.745,18","3.690,87","","-0,64%"
"04.11.2003","3.741,71","3.742,53","3.768,54","3.724,21","","-0,07%"
"03.11.2003","3.744,50","3.657,61","3.750,25","3.651,77","","2,42%"
"31.10.2003","3.655,99","3.639,36","3.657,62","3.612,67","","0,45%"
"30.10.2003","3.639,66","3.620,00","3.675,78","3.583,47","","0,67%"
"29.10.2003","3.615,42","3.597,52","3.627,18","3.583,79","","0,79%"
"28.10.2003","3.586,93","3.531,98","3.600,75","3.531,98","","1,99%"
"27.10.2003","3.517,10","3.459,07","3.529,43","3.459,07","","1,87%"
