,DATE TIME (UTC),MMSI,LATITUDE,LONGITUDE,COURSE,SPEED,HEADING,NAVSTAT,IMO,NAME,CALLSIGN,AISTYPE,A,B,C,D,DRAUGHT,DESTINATION,ETA,AISTYPE_Class,byday
82,2024-01-02 01:00:08,511100824,12.60732,43.40753,298.7,12.8,299,0,9229996,NJ EARTH,T8A4034,70,182,18,13,11,9.6,SUEZ CANAL,01-06 12:00,7,2024-01-02
84,2024-01-02 01:21:10,256828000,12.75992,43.25266,156.4,10.5,156,0,9619555,AFALES,9HA2940,70,245,47,40,5,18.1,JP OIT,01-25 00:01,7,2024-01-02
85,2024-01-02 01:41:54,563358000,12.60281,43.3952,299.7,18.4,301,0,9367607,CANOPUS LEADER,9VHC4,70,20,160,9,23,8.9,SA JED,01-04 01:00,7,2024-01-02
86,2024-01-02 01:54:29,352003112,12.71105,43.2719,157.6,15.9,157,0,9989807,BRIGHT SAKURA,3E5997,70,146,39,11,24,10.8,IN MUN,01-06 06:30,7,2024-01-02
90,2024-01-02 02:45:13,232008100,12.75554,43.25488,156.5,11.9,157,0,9744893,STOLT CALLUNA,MBAU8,80,148,37,18,10,10.7,IN IXY,01-07 09:30,8,2024-01-02
92,2024-01-02 03:04:46,538010224,12.73357,43.25063,156.0,10.0,158,0,9481958,MIKE BAY,V7A5772,70,148,32,10,20,0.0,ARMED GUARD ONBOARD,01-14 20:00,7,2024-01-02
93,2024-01-02 03:05:41,249593000,12.74317,43.26284,155.0,13.3,155,0,9383869,SARASOTA A,9HA4305,89,215,29,20,22,8.2,FUJAIRAH UAE,01-08 12:00,8,2024-01-02
95,2024-01-02 05:08:41,636022767,12.62082,43.38522,298.0,13.4,298,0,9439539,BAY GRAMMY,5LKI9,80,205,38,13,29,8.9,"SUEZ, EGYPT",01-07 01:00,8,2024-01-02
96,2024-01-02 05:18:44,352003139,12.63376,43.34579,322.3,14.5,327,0,9701360,DATO MAX,3E6021,70,171,29,26,6,7.0,ARM GUARD ON BOARD,01-06 18:00,7,2024-01-02
97,2024-01-02 05:40:03,256608000,12.61992,43.38106,306.5,13.5,305,0,9607291,WHITE FIN,9HA2891,70,161,29,9,23,10.6,EG SUZ,01-07 00:00,7,2024-01-02
99,2024-01-02 06:16:04,636022417,12.607,43.40508,299.0,13.9,300,0,9512575,LC MILADY,5LIR5,70,210,25,20,18,7.6,ARMED GUARDS ONBOARD,01-06 23:00,7,2024-01-02
101,2024-01-02 07:40:04,538002917,12.61073,43.41687,297.9,18.7,298,0,9337705,AL GATTARA,V7MX3,80,265,50,15,35,12.2,SUEZ,01-05 17:17,8,2024-01-02
102,2024-01-02 07:49:07,370681000,12.62084,43.37397,301.4,18.2,299,0,9676864,ARIES LEADER,HPVD,70,35,164,32,4,9.7,SA JDE,01-03 21:01,7,2024-01-02
103,2024-01-02 08:00:58,538003950,12.74251,43.25525,153.6,9.7,153,0,9463750,LAVENDER,V7UH4,70,169,21,17,15,12.8,ARMED GUARD ON BOARD,01-08 12:00,7,2024-01-02
106,2024-01-02 08:45:22,255915584,12.60346,43.41179,300.0,12.2,300,0,9962940,BARENTS FIN,CQ2042,70,79,10,5,7,3.8,EGADA,01-07 05:00,7,2024-01-02
109,2024-01-02 10:35:55,352001815,12.73602,43.26739,154.2,8.4,155,0,9760043,ANTHEA V,3E2632,70,170,24,24,12,12.7,LK PTL,01-08 08:00,7,2024-01-02
110,2024-01-02 10:35:57,538005351,12.72408,43.25714,154.8,16.5,154,0,9637507,CLEAN PLANET,V7CY8,84,226,63,11,35,11.3,FOR ORDERS,01-17 16:00,8,2024-01-02
111,2024-01-02 10:43:55,248326000,12.73047,43.26828,171.0,8.9,170,0,9452490,STELIOS B,9HA2318,70,166,30,22,10,12.4,PIPAVAV IND,01-09 06:00,7,2024-01-02
112,2024-01-02 10:44:17,538010019,12.60803,43.40581,298.7,15.2,298,0,9933547,ADVANTAGE VICTORY,V7A5476,80,280,56,30,30,21.0,IQ BSR > EG AIS,01-06 18:00,8,2024-01-02
117,2024-01-02 12:49:50,538006867,12.73426,43.26596,160.0,9.3,160,0,9670420,BEN NEVIS,V7SH9,70,151,28,16,14,10.6,ARMED GUARD ONBOARD,01-26 14:00,7,2024-01-02
118,2024-01-02 12:50:36,677029000,12.72407,43.25374,157.0,6.7,155,8,7712585,ABU YASSER II,5IM390,90,50,36,8,6,4.0,BERBERA,01-03 03:00,9,2024-01-02
121,2024-01-02 13:34:47,431912000,12.74985,43.25961,155.2,15.8,156,0,9283887,SAGITTARIUS LEADER,7KNZ,70,24,175,20,12,9.1,OM SOH,01-06 11:00,7,2024-01-02
124,2024-01-02 14:14:49,636021789,12.61265,43.40628,301.0,14.8,300,0,9276561,MINERVA HELEN,5LFR6,80,206,38,19,23,8.2,SUEZ FOR ORDERS,01-06 10:00,8,2024-01-02
125,2024-01-02 14:17:19,636018366,12.62515,43.36733,313.0,12.1,313,0,9303833,AMI,D5PJ7,70,256,33,20,25,9.8,SUEZ EGYPT,01-07 05:00,7,2024-01-02
126,2024-01-02 14:55:43,352002777,12.63732,43.35369,323.5,12.7,331,0,9292838,PETRONILLA,3E5070,80,170,30,18,14,8.1,EGSCN,06-01 02:00,8,2024-01-02
130,2024-01-02 15:15:02,241032000,12.60757,43.3929,300.0,13.4,302,0,9458688,MARAN VOYAGER,SVBA9,70,248,44,25,20,18.1,EG SUZ,01-07 05:00,7,2024-01-02
132,2024-01-02 16:03:51,538008852,12.7333,43.24863,156.0,12.1,155,0,9367683,KALINKA,V7A2832,84,145,37,20,12,10.2,DJ_JIB_ARM GUARDS ON,01-03 01:00,8,2024-01-02
133,2024-01-02 16:19:46,352003050,12.74775,43.26593,156.0,15.1,156,0,9233636,RC OCEAN,3E6599,74,155,43,25,3,9.6,CN OWNR ARM GD OB,01-08 03:00,7,2024-01-02
134,2024-01-02 16:21:14,477798100,12.74376,43.25111,155.0,11.8,153,0,9930911,YONG XING,VRUP6,70,185,15,15,17,12.6,ARMED GUARD ON BOARD,01-19 10:00,7,2024-01-02
135,2024-01-02 16:27:02,354247000,12.67409,43.29304,156.7,10.4,155,0,9401336,MATSUMAE,3EMF3,70,107,18,8,14,9.0,ARMED GUARD ONBOARD,01-18 04:00,7,2024-01-02
136,2024-01-02 16:44:32,636021346,12.75464,43.2558,153.4,13.3,152,0,9905344,OCEANIA,5LDN3,80,228,46,30,20,16.0,MALAYSIA,01-17 19:12,8,2024-01-02
138,2024-01-02 17:07:09,671402000,12.60893,43.40177,298.3,9.8,298,0,7388231,ALBARAKA1,5VCH8,70,15,91,8,8,4.9,JEDDAH,01-05 10:00,7,2024-01-02
141,2024-01-02 17:31:33,626317000,12.60641,43.40716,298.6,14.2,298,0,9317949,ARTEMIS,TRAY2,89,203,47,17,27,8.5,JEDDAH,01-04 18:00,8,2024-01-02
142,2024-01-02 17:42:54,636022145,12.61588,43.39338,298.5,12.0,299,0,9182710,GINGO,5LHJ6,70,255,34,23,22,10.3,SUEZ,01-07 07:00,7,2024-01-02
143,2024-01-02 17:56:34,538006075,12.61758,43.37591,297.8,12.0,302,0,9708564,ADVANTAGE LIFE,V7JN4,80,204,46,15,29,14.4,EG SUZ,01-06 17:00,8,2024-01-02
147,2024-01-02 18:07:56,636022446,12.74733,43.26183,156.0,11.9,158,0,9527154,TRINITY I,5LIV5,79,198,31,22,16,14.3,TANJUNG BIN,01-15 13:00,7,2024-01-02
149,2024-01-02 18:59:02,565283000,12.7572,43.25306,155.8,13.6,155,0,9330915,CAPT.KATTELMANN,S6HK4,71,155,15,7,8,9.5,OMSLL,01-05 21:00,7,2024-01-02
152,2024-01-02 19:13:22,477922500,12.6045,43.41388,296.8,20.1,296,0,9958640,EMEI,VRVU9,84,241,54,27,18,11.0,ARMED GUARD ONBOARD,01-05 18:18,8,2024-01-02
153,2024-01-02 20:10:27,538010052,12.61036,43.40091,301.6,12.2,301,0,9832456,EUCALYPTUS,V7A5519,70,154,26,20,10,10.6,EGSUEZ ARMGUARDS ONB,01-07 01:00,7,2024-01-02
154,2024-01-02 20:20:26,477846100,12.75519,43.26053,157.6,12.4,160,0,9919723,THERESA DUA,VRUW6,80,147,36,9,23,9.6,SGSIN,01-14 23:00,8,2024-01-02
155,2024-01-02 20:23:20,355723000,12.74678,43.24955,153.0,11.0,154,0,9481439,THE PATRON,3EMC9,79,197,32,9,23,13.8,FUJIRAH,01-08 05:00,7,2024-01-02
156,2024-01-02 20:59:33,563185400,12.60317,43.40601,296.6,13.4,293,0,9924285,ARMADA 78 05,9V8702,90,29,49,8,9,5.2,MALTA VALLETA,01-10 09:00,9,2024-01-02
160,2024-01-02 21:11:39,311000360,12.60531,43.39963,298.5,13.1,299,0,9734408,LYRIC MAGNOLIA,C6BT6,80,207,43,15,29,14.4,EGSUZ,01-07 01:00,8,2024-01-02
162,2024-01-02 21:53:46,538008808,12.75533,43.25583,155.0,8.8,155,0,9456135,TAURUS HONOR,V7A2782,70,161,29,11,21,11.8,ARMED GUARD ON BOARD,01-17 10:00,7,2024-01-02
163,2024-01-02 21:55:31,636021177,12.60115,43.40801,298.0,14.9,298,0,9908449,FORTUNE COOKIE,5LCQ8,70,154,26,9,21,9.5,EGSCN,01-07 15:00,7,2024-01-02
166,2024-01-02 22:05:18,271073408,12.76238,43.25889,154.1,6.8,511,8,9915856,AVCI RECEBINA,TCA5866,30,30,10,8,9,0.0,OMMAN SALALAH,01-08 20:24,3,2024-01-02
170,2024-01-02 23:09:13,352002778,12.74882,43.25922,154.0,9.8,156,0,9240897,LANIKAI,3E5071,80,149,33,8,24,12.0,NEW MANGALORE,01-09 14:30,8,2024-01-02
171,2024-01-02 23:39:25,314800000,12.60653,43.38993,297.3,13.4,298,0,9276731,PRINCE ZAIN,8PTO2,70,148,22,10,17,10.0,IT RAN,01-12 12:00,7,2024-01-02
174,2024-01-03 00:05:35,259965000,12.75,43.25708,156.2,8.4,157,0,9497830,SPAR CORONA,LALU7,70,159,31,21,11,12.8,ARMED GUARDS ONBOARD,01-21 10:00,7,2024-01-03
175,2024-01-03 00:14:48,636015710,12.6053,43.40251,299.1,13.7,300,0,9647277,KYRA PANAGHIA,D5CI9,79,170,29,12,20,12.0,SUEZ CANAL,01-07 08:00,7,2024-01-03
176,2024-01-03 00:36:06,563207200,12.61147,43.39041,302.7,13.7,303,0,9969170,INCE SOUTHWIND,9V8870,70,171,29,20,12,12.2,DJ JIB > YE SAL,01-03 20:30,7,2024-01-03
177,2024-01-03 00:49:59,538009058,12.7384,43.25588,156.7,15.6,157,0,9862463,FLEX VOLUNTEER,V7A4254,80,233,64,25,21,11.9,FR ORDER ARMED GUARD,01-06 20:00,8,2024-01-03
182,2024-01-03 01:12:55,636022784,12.56481,43.33137,300.0,14.6,298,0,9647887,MADRID,5LKL3,70,148,30,9,19,6.5,JOAQJ ARMEDGRD ONBRD,01-07 07:30,7,2024-01-03
183,2024-01-03 01:34:42,311538000,12.75583,43.24425,154.0,10.2,157,0,9262194,M/T THEO T,C6SY5,80,192,35,16,16,13.9,JAWAHAR LAL NEHRU,08-01 23:00,8,2024-01-03
184,2024-01-03 01:56:40,354214000,12.7517,43.25603,154.2,9.2,159,0,9302803,ANTAKYA_M,3FXB3,70,162,28,12,20,12.6,YEADN,01-03 10:00,7,2024-01-03
190,2024-01-03 02:46:33,370949000,12.61265,43.39998,302.0,11.5,301,0,9254939,UHUD,3FZX2,9,154,26,14,18,9.5,YEHOD,01-03 22:00,9,2024-01-03
193,2024-01-03 03:03:43,372669000,12.7564,43.25386,153.5,9.7,154,0,9236004,KATIUSKA,3FXO6,88,233,41,25,23,14.9,INSIK,01-09 17:30,8,2024-01-03
194,2024-01-03 03:21:41,419001713,12.60449,43.40516,298.9,12.3,299,0,9283710,HARI PRAKASH,VTOE,82,183,0,16,16,12.0,RAS-ISA,01-04 04:00,8,2024-01-03
195,2024-01-03 03:29:31,352246000,12.6098,43.38184,299.0,14.3,298,0,9579638,NEW ENDEAVOR,3FAT,79,198,31,11,21,6.8,ARMED GUARDS ONBOARD,01-07 05:00,7,2024-01-03
196,2024-01-03 03:37:43,636023436,12.6074,43.40641,297.8,12.2,298,0,9557953,HAYRIYE ANA,5LNS4,70,101,17,5,13,4.7,EG SUZ,01-08 09:00,7,2024-01-03
200,2024-01-03 04:17:03,636023365,12.7543,43.25605,153.0,10.2,153,0,9304289,CRATER,5LNI9,70,199,26,20,12,13.5,PK BQM,01-09 08:00,7,2024-01-03
202,2024-01-03 05:16:12,564896000,12.74122,43.26096,155.5,9.6,156,0,9519200,CS FELICITY,9V8171,70,148,21,18,9,10.0,DJIBOUTI,01-03 13:00,7,2024-01-03
204,2024-01-03 06:43:55,352190000,12.73509,43.2642,154.7,10.7,156,0,9321160,KITION M,HPIX,80,190,38,22,10,12.0,SEC.GUARD ON BOARD,01-18 03:00,8,2024-01-03
206,2024-01-03 08:29:04,431578000,12.74511,43.25328,153.0,15.7,154,0,9403279,HYPERION LEADER,7KFK,70,20,170,23,5,8.1,SG SIN PEBGA,01-17 07:00,7,2024-01-03
207,2024-01-03 08:37:15,477625800,12.75628,43.25916,154.9,9.3,158,0,9853905,CSSC ROTTERDAM,VRTO3,70,217,38,18,25,14.2,CN JTG,01-29 01:00,7,2024-01-03
210,2024-01-03 09:05:16,255806288,12.7535,43.25603,153.2,11.2,155,0,9283954,BBC WASHINGTON,CQAV6,79,125,13,6,15,6.1,MYPKG,01-14 03:00,7,2024-01-03
213,2024-01-03 11:02:02,352718000,12.62922,43.36501,306.5,20.4,306,0,9574066,CANADIAN HIGHWAY,3EVW3,70,26,173,24,8,9.6,EG SUZ,01-06 12:00,7,2024-01-03
214,2024-01-03 11:08:33,636019667,12.6145,43.3951,300.0,14.3,301,0,9258014,NOSTOS,D5VO7,80,145,37,12,20,7.0,ARMGUARD ONBOARD,01-08 08:00,8,2024-01-03
215,2024-01-03 11:10:52,215929000,12.74973,43.25807,155.6,7.4,155,0,9309526,CATALONIA,9HWS7,70,176,13,28,0,10.7,ADEN-ARMED GUARD ONB,01-03 21:00,7,2024-01-03
216,2024-01-03 11:42:16,525121061,12.75391,43.26015,157.0,9.5,156,0,9306639,SAVIR LION,YDFU3,89,201,44,18,24,15.0,ARMED GUARD ON BOARD,01-09 20:00,8,2024-01-03
219,2024-01-03 13:09:55,636018127,12.60489,43.41193,301.0,15.2,298,0,9249087,HS  GLORY,D5OH4,80,236,45,16,32,9.0,EG SUEZ,01-08 05:00,8,2024-01-03
220,2024-01-03 13:40:32,312576000,12.75428,43.25348,158.0,8.5,156,0,9151333,CARINA,V3IM3,70,195,33,18,18,12.0,ARMED GUARD ON BOARD,01-09 08:00,7,2024-01-03
222,2024-01-03 14:15:23,256603000,12.74817,43.26227,155.5,11.8,157,0,9760158,IOANNIS,9HA5901,70,172,28,16,17,12.0,ARMGUARD ONBOARD,01-18 12:00,7,2024-01-03
223,2024-01-03 14:19:00,477887700,12.75633,43.2505,154.0,13.5,154,0,9353228,NEWNEW STAR,VRVL6,70,157,74,14,18,9.9,CN SHG,01-22 10:00,7,2024-01-03
224,2024-01-03 14:25:21,671373000,12.7233,43.2604,155.5,7.3,511,0,7367976,AL-AWAD1,5VCD5,0,61,15,6,6,4.2,BERBERA,01-05 03:00,0,2024-01-03
229,2024-01-03 15:56:55,511100315,12.7508,43.25553,157.0,9.0,158,0,9118147,YARA J,T8A3431,70,168,32,7,17,10.9,IN HZR,01-11 04:00,7,2024-01-03
230,2024-01-03 16:01:16,636019401,12.6019,43.41169,295.0,13.2,293,0,9519303,QUEEN WIN,A8WQ9,70,170,20,16,17,7.0,ARMED GUARD ON BOARD,01-04 23:00,7,2024-01-03
232,2024-01-03 16:50:27,314706000,12.62617,43.38491,298.6,12.5,299,0,9276743,JAOHAR ADAM,8PGO4,70,146,26,10,18,9.5,LIBYA,01-12 00:00,7,2024-01-03
233,2024-01-03 16:57:12,636014788,12.63963,43.35668,317.7,13.0,324,0,9382736,ERLYNE,A8WN7,79,159,30,15,15,10.0,ARM GUARDS ONBOARD,01-07 18:00,7,2024-01-03
237,2024-01-03 18:37:47,249949000,12.61058,43.41566,297.0,13.2,296,0,9401518,ST. DIMITRIOS,9HA4449,70,200,29,26,6,6.9,ARMED GUARD ONBOARD,01-08 12:00,7,2024-01-03
238,2024-01-03 18:53:43,229788000,12.60704,43.40069,296.9,13.6,295,0,9653185,KIRAN ADRIATIC,9HA3610,79,170,30,20,12,11.1,ARMED GUARD,01-09 21:00,7,2024-01-03
240,2024-01-03 19:07:49,372119000,12.60322,43.40337,300.5,15.4,300,0,9809356,BREEZE,3EER8,80,229,48,18,30,9.5,ARMED GUARDS ONBOARD,01-07 15:00,8,2024-01-03
242,2024-01-03 19:15:39,636022405,12.73461,43.24891,151.9,11.7,150,0,9297369,URSUS ARCTOS,5LIP9,80,223,28,28,16,14.1,EGPSD-INMUN,01-09 10:30,8,2024-01-03
243,2024-01-03 19:20:36,273618730,12.74705,43.26731,157.2,10.7,158,0,9866380,OKEANSKY PROSPECT,UBFV,89,202,48,26,18,14.2,EG SUZ > IN VAD,01-09 16:30,8,2024-01-03
244,2024-01-03 19:25:02,564909000,12.60433,43.40632,299.0,15.5,300,0,9238600,KOTA HAKIM,9V8257,70,131,29,15,10,7.1,SAJED,01-05 15:00,7,2024-01-03
245,2024-01-03 19:39:20,538006976,12.62478,43.37305,299.7,17.5,302,0,9752292,ETHANE OPAL,V7TM6,80,181,47,15,22,11.4,EGSUZ,01-06 23:00,8,2024-01-03
246,2024-01-03 19:40:05,352002830,12.74732,43.25517,156.0,8.5,157,0,9266956,MIKOS,3E4616,70,248,41,19,26,16.5,ARMED GUARD ONBOARD,01-10 21:45,7,2024-01-03
247,2024-01-03 19:46:52,636014190,12.72291,43.27931,159.3,12.1,159,0,9391971,KAVALA,A8SA8,70,199,30,14,18,13.3,ARMED GUARD ON BOARD,01-17 10:00,7,2024-01-03
248,2024-01-03 19:47:38,538009008,12.60596,43.4107,302.1,13.7,302,0,9209128,GOLDEN DAY,V7A4193,70,192,33,20,12,8.0,ARMED GUARDS ONBOARD,01-07 18:00,7,2024-01-03
