,DATE TIME (UTC),MMSI,LATITUDE,LONGITUDE,COURSE,SPEED,HEADING,NAVSTAT,IMO,NAME,CALLSIGN,AISTYPE,A,B,C,D,DRAUGHT,DESTINATION,ETA,AISTYPE_Class,byday
256,2024-01-03 20:40:15,677090500,12.61178,43.40014,301.6,9.9,300,0,7304912,ADEL II,5IM705,99,80,22,6,9,4.7,JEDDAH,01-06 17:00,9,2024-01-03
257,2024-01-03 20:50:44,370526000,12.74133,43.26238,156.0,13.8,156,0,9343390,M.T. TENJUN,3ETD4,80,281,52,24,36,14.9,PENGERANG MALAYSIA,01-15 10:00,8,2024-01-03
261,2024-01-03 21:53:42,413702160,12.61361,43.38707,308.0,15.7,310,0,9144328,WAN XING DA,BVWL7,71,166,39,22,6,9.1,ARMED_GUARDS_ON_BOAR,01-07 20:00,7,2024-01-03
262,2024-01-03 21:58:46,563209500,12.59877,43.39756,301.8,17.1,303,0,9964596,CUL SHEKOU,9V8955,70,147,42,21,11,10.7,"TURKEY,ALL CHINESE",01-11 08:00,7,2024-01-03
263,2024-01-03 22:00:50,636018921,12.62209,43.38003,299.3,12.4,300,0,9567154,IRENE MADIAS,D5SA8,70,196,33,12,20,15.0,AIN SHUKNA EGYPT,01-07 12:00,7,2024-01-03
266,2024-01-03 22:45:30,373204000,12.73642,43.26671,156.4,11.6,156,0,9802085,CAPE CLOVER,3FET8,70,253,39,28,17,18.2,ARMED GUARD ONBOARD,01-10 09:00,7,2024-01-03
268,2024-01-03 23:40:24,538009979,12.60333,43.41167,298.0,12.0,511,0,9261932,MOANA INFINITY,V7A5416,70,52,40,2,7,13.8,ARMED GUARD ON BOARD,01-08 10:00,7,2024-01-03
269,2024-01-03 23:41:58,564079000,12.75168,43.24607,154.0,13.2,155,0,9360776,OCEAN SWAGMAN,9V8073,79,17,120,11,11,7.1,ARMED GUARDS ONBOARD,01-20 00:00,7,2024-01-03
273,2024-01-04 02:37:24,352002074,12.6148,43.39477,299.2,14.4,297,0,9282508,CAUVERI,3E3761,80,217,35,28,16,8.5,ARMED GUARD ON BOARD,01-08 04:00,8,2024-01-04
275,2024-01-04 03:12:41,255915610,12.59895,43.40816,299.8,16.4,300,0,9450313,JOLLY ORO,CQ2068,74,206,58,12,20,8.8,DJJIB>SAJED,01-05 15:00,7,2024-01-04
276,2024-01-04 03:13:09,636018744,12.75023,43.25341,155.3,16.7,155,0,9470973,AS ALEXANDRIA,A8UC8,79,149,40,14,14,10.4,ARMED GUARDS O/B,01-07 09:00,7,2024-01-04
277,2024-01-04 04:22:40,371048000,12.72763,43.27325,155.0,9.6,156,0,9328558,NAVIOS HOPE,3EAX3,70,192,33,4,28,11.9,NANSHA,01-22 04:00,7,2024-01-04
278,2024-01-04 04:25:39,563107300,12.6962,43.27471,155.8,10.1,155,0,9865556,NORD AURIGA,9V6417,70,197,32,7,25,13.1,SINGAPORE,01-17 13:00,7,2024-01-04
279,2024-01-04 04:42:29,212566000,12.64254,43.36136,319.6,13.9,329,0,9461192,AEOLIAN FORTUNE,5BNW4,70,199,30,20,12,7.0,ARMED GUARD ONBOARD,01-08 18:00,7,2024-01-04
280,2024-01-04 04:57:26,248630000,12.62491,43.31665,149.7,9.6,147,0,9799630,ST.SOFIA,9HA4734,70,171,28,21,11,12.6,BIK IRAN,01-10 06:30,7,2024-01-04
284,2024-01-04 05:06:54,668116204,12.62833,43.37755,322.6,10.4,511,0,9015797,AMBER M,S9A5,70,78,20,5,13,7.4,SUEZ,01-10 07:00,7,2024-01-04
285,2024-01-04 05:44:57,311001030,12.73189,43.26213,155.8,13.2,156,0,9886378,ZEUS,C6EX7,80,229,45,29,19,15.8,ARMED GUARDS ONBOARD,01-16 15:00,8,2024-01-04
288,2024-01-04 06:35:12,538010336,12.73857,43.26322,156.0,9.6,156,0,9384916,BEKS ANGEL,V7A5906,70,252,37,17,28,18.2,CN TJN,01-27 12:00,7,2024-01-04
289,2024-01-04 06:40:07,355063000,12.60506,43.38759,305.2,14.2,309,0,9648879,CAPE HENRY,3FTN3,70,160,30,22,10,10.2,IT MNF/ARMED GUARD,01-15 12:00,7,2024-01-04
292,2024-01-04 07:07:34,229695000,12.60833,43.40342,300.1,13.7,301,0,9920722,KAAN AKSOY,9HA5564,70,171,29,19,13,12.5,SUEZ,01-08 12:01,7,2024-01-04
293,2024-01-04 07:14:09,636017885,12.74557,43.26195,156.0,9.4,157,0,9295608,MIKATA,D5NE2,79,252,37,30,15,17.7,SINGAPORE,01-19 10:00,7,2024-01-04
294,2024-01-04 07:39:01,636023392,12.60947,43.39425,301.1,12.0,299,0,9430272,YI BAO,5LNM4,80,148,35,20,12,6.0,NL RTM,01-20 04:00,8,2024-01-04
295,2024-01-04 07:45:01,352002883,12.75637,43.24742,153.0,9.6,156,0,9258480,ORION I,3E4661,80,200,37,15,27,14.7,IN VTZ,01-14 21:30,8,2024-01-04
296,2024-01-04 07:55:34,256114000,12.74922,43.26254,154.2,9.4,155,0,9699880,MOREA,9HA3822,70,168,31,12,20,12.8,BIK_IRAN,01-11 21:00,7,2024-01-04
300,2024-01-04 08:15:55,538010508,12.60736,43.40059,299.6,13.5,300,0,9954955,NS GUANGZHOU,V7A6146,70,174,26,22,10,12.8,ARM ON BOARD,01-08 18:00,7,2024-01-04
302,2024-01-04 08:34:56,312209000,12.60169,43.40863,303.3,13.7,303,0,9234678,FORTUNE GLORY,V3NW2,82,149,34,7,20,11.2,"GALLE, SRI LANKA",12-27 12:00,8,2024-01-04
303,2024-01-04 08:51:43,538007006,12.73927,43.26494,156.0,9.0,158,0,9456238,AGGELIKI B,V7UG7,70,161,29,11,21,12.9,ARMGUARD  ONBOARD,01-10 16:30,7,2024-01-04
309,2024-01-04 09:13:58,538010145,12.7463,43.2647,157.4,8.9,157,0,9591806,EFFIE,V7A5673,70,199,30,15,17,12.8,SINGAPORE,01-18 18:00,7,2024-01-04
310,2024-01-04 09:46:56,538010108,12.74638,43.26536,158.2,8.5,161,0,9635690,HORUS,V7A5611,79,192,37,9,23,14.1,CN FAN,01-18 23:00,7,2024-01-04
314,2024-01-04 12:27:19,447279000,12.65015,43.34499,329.6,15.3,332,0,9856713,SIFSAFAH,9KKA,80,148,35,24,8,12.1,AEFJR>EGSUZ,01-08 13:00,8,2024-01-04
315,2024-01-04 12:31:05,636018350,12.75107,43.2537,153.0,11.7,154,0,9333412,SCF YENISEI,D5PI5,85,148,35,12,20,8.6,ARM GUARD ON BOARD,01-09 19:30,8,2024-01-04
318,2024-01-04 13:21:26,538006687,12.75808,43.24972,153.0,8.2,154,0,9493688,XIN HAI TONG 21,V7QD7,70,154,36,23,9,13.2,ARMED GUARD ON BOARD,01-18 17:00,7,2024-01-04
319,2024-01-04 13:32:07,538007559,12.74873,43.24264,161.1,11.0,162,0,9747297,ASIA CONFIDENCE,V7EO4,70,194,35,9,23,13.0,ARM GUARD ON BOARD,01-16 12:00,7,2024-01-04
320,2024-01-04 13:51:09,341540000,12.73559,43.26775,159.3,6.1,158,0,9204116,MARSA VICTORY,V4BL3,79,100,49,12,11,10.0,ADEN,01-04 07:00,7,2024-01-04
322,2024-01-04 14:06:25,538008775,12.62602,43.37431,300.9,13.5,299,0,9524982,BRIOLETTE,V7A2744,80,197,31,27,15,14.6,VSL NO CNTCT ISRAEL,01-07 07:00,8,2024-01-04
325,2024-01-04 14:13:35,511100868,12.60637,43.40794,300.2,13.3,301,0,9124897,MARIS,T8A4083,70,85,15,6,13,8.6,UAILK,01-18 06:00,7,2024-01-04
328,2024-01-04 15:15:58,352002290,12.61101,43.39841,299.5,10.2,298,0,9514195,ABC IRIS,3E3507,80,98,21,15,5,9.3,EGYPT W/ARM GUARD,01-11 09:30,8,2024-01-04
329,2024-01-04 15:55:35,613003709,12.73509,43.26444,158.6,9.5,155,0,9187227,OMEGA,TJMC128,80,230,44,24,24,16.6,ARMED GUAR ON BORD,01-19 11:00,8,2024-01-04
332,2024-01-04 16:12:04,636020479,12.63142,43.36836,316.2,14.8,319,0,9750830,TRUE COURAGE,D5ZK6,70,261,31,26,19,9.6,SUEZ,12-08 11:00,7,2024-01-04
333,2024-01-04 16:27:38,626280000,12.66867,43.34275,334.0,14.7,336,0,9271585,HERACLES,TRAT4,80,233,41,30,18,8.3,ARMED GUARDS ONBOARD,01-11 23:00,8,2024-01-04
335,2024-01-04 17:02:25,249386000,12.63717,43.35947,330.4,12.9,333,0,9696474,LEONIDAS,9HA4229,70,169,31,12,20,10.4,ARMY GUARD ONBOARD,01-09 21:00,7,2024-01-04
336,2024-01-04 17:08:47,636017496,12.61225,43.3925,297.4,13.5,297,0,9513907,WAIMEA,D5LG3,70,157,31,23,8,6.5,ARMED GUARD ONBOARD,01-07 06:00,7,2024-01-04
337,2024-01-04 17:27:00,414239000,12.63576,43.35666,319.5,17.8,511,0,9232113,ZHONG GU JI LIN,BYND,71,210,72,24,8,12.0,ARMED GUARDS ONBOARD,01-07 22:00,7,2024-01-04
339,2024-01-04 18:41:12,477139500,12.75256,43.26004,154.8,11.2,155,0,9731975,PACIFIC WEALTH,VRRE6,70,170,29,12,20,12.9,SGSIN_CHN VSL&CREW,01-17 04:00,7,2024-01-04
340,2024-01-04 18:53:06,636022303,12.74369,43.25406,156.5,11.4,156,0,9242223,SHUN TAI,5LIC9,80,207,40,18,24,14.3,RUULU>INNML ARM O/B,01-11 12:00,8,2024-01-04
342,2024-01-04 19:00:47,636018205,12.60817,43.4046,295.4,15.4,298,0,9800245,PATMOS I,D5OQ4,80,234,40,18,30,9.3,ARMGUADS,11-11 11:11,8,2024-01-04
344,2024-01-04 19:39:05,312685000,12.6055,43.39597,298.0,12.5,298,0,9573799,QUEEN ALESIA,V3GM2,79,145,24,9,18,9.7,YE SALIF,05-01 19:00,7,2024-01-04
347,2024-01-04 20:10:41,357292000,12.60604,43.4166,300.4,11.9,298,0,9184847,AZAYEZ,3FFF9,70,216,9,14,18,6.5,SUEZ - EGYPT,01-08 10:00,7,2024-01-04
348,2024-01-04 20:14:41,352001694,12.75855,43.25932,156.0,11.2,158,0,9281152,AQUILA II,3E2714,80,230,44,24,24,15.8,SIKKA/ARMED GUARD OB,01-10 22:00,8,2024-01-04
349,2024-01-04 20:23:30,566211000,12.61665,43.38232,300.7,12.2,300,0,9618111,SOLDOY,9V9439,70,162,28,21,9,12.4,YE SAL,01-05 14:00,7,2024-01-04
350,2024-01-04 20:26:46,477790300,12.74845,43.25186,159.7,9.2,158,0,9701451,PACIFIC HARMONY,VROC6,70,150,16,9,19,8.0,ARMED GUARDS ONBOARD,01-05 05:00,7,2024-01-04
351,2024-01-04 20:38:18,353528000,12.74097,43.26636,156.4,11.1,156,0,9873175,MEDI FUJI,H9VB,90,200,30,10,20,10.4,PLGDN>>>EGPSD,12-30 06:00,9,2024-01-04
355,2024-01-04 21:05:00,636021343,12.75439,43.25431,154.5,10.3,156,0,9905318,ASIA,5LDM8,80,227,47,33,17,15.7,TBA,12-31 18:00,8,2024-01-04
358,2024-01-04 21:52:36,352002974,12.6137,43.39289,300.9,11.0,303,0,8910897,GAS ORIENT,3E4726,89,162,62,12,24,12.1,RAS ISA YEMEN,01-06 04:00,8,2024-01-04
359,2024-01-04 21:54:01,403521000,12.73587,43.2522,152.8,11.1,151,0,9220964,MARJAN,HZIS,89,279,54,29,29,22.3,AE KLF,01-10 08:00,8,2024-01-04
363,2024-01-04 22:54:54,241356000,12.60913,43.38275,300.4,14.2,302,0,9700691,DELTA MARIA,SVCC7,80,230,44,33,15,16.0,ARM GUARD ONBOARD,01-09 02:00,8,2024-01-04
365,2024-01-05 00:54:58,249251000,12.73702,43.26305,154.1,10.4,155,0,9721035,MARAN BRILLIANCE,9HA4171,70,250,42,30,15,14.9,INMUN,01-11 06:30,7,2024-01-05
366,2024-01-05 00:55:01,636018830,12.60802,43.40802,300.3,15.0,300,0,9826897,ALFRED,D5RO8,89,202,48,20,24,12.5,ARMED GUARDS ONBOARD,01-07 11:00,8,2024-01-05
369,2024-01-05 01:36:33,636019530,12.74944,43.26138,157.2,14.1,158,0,9849887,SCF LA PEROUSE,D5UX6,89,233,67,24,22,11.7,FOR ORDERS,01-01 01:01,8,2024-01-05
370,2024-01-05 01:39:45,354195000,12.75135,43.25222,156.0,11.8,156,0,9249221,UGL GUANGZHOU,H9VE,70,141,40,14,14,11.8,KEMBA,01-21 12:00,7,2024-01-05
371,2024-01-05 01:55:10,319479000,12.74945,43.26192,154.8,12.2,154,0,9178197,STOLT CONCEPT,ZCSP2,81,146,30,24,7,11.5,JPYOK,01-28 23:00,8,2024-01-05
375,2024-01-05 02:18:54,371116000,12.74996,43.25834,154.8,8.5,154,0,9643738,CORESHINING OL,3FPV7,70,114,21,16,6,7.0,SOHAR,01-10 18:00,7,2024-01-05
377,2024-01-05 02:45:02,538009926,12.76328,43.26223,155.0,12.3,156,0,9933468,ECO SORCERER,V7A5351,80,147,33,7,22,9.7,ARZEW - TS INDONESIA,01-16 11:00,8,2024-01-05
379,2024-01-05 03:18:16,538004279,12.64313,43.3585,331.7,15.8,335,0,9399624,D&K YUSUF I.ALGHANIM,V7WE5,81,154,35,20,12,7.5,SA YNB GUARDS ONB,01-07 13:00,8,2024-01-05
381,2024-01-05 04:02:55,477112700,12.73061,43.26722,155.3,10.1,156,0,9768605,DARYA AUM,VRQT8,79,198,31,15,17,13.2,SGSIN,01-18 10:00,7,2024-01-05
382,2024-01-05 04:26:39,636017987,12.61047,43.39938,300.3,14.1,302,0,9434216,ZERVOS,D5NR4,89,148,35,8,24,11.6,SAJUB>>SAJEB (GUARD),01-07 12:00,8,2024-01-05
383,2024-01-05 04:58:28,373817000,12.61381,43.39159,301.6,16.2,303,0,8606056,GMT ASTRO,3FKQ7,70,33,158,8,24,9.2,JOAQB,01-08 13:00,7,2024-01-05
387,2024-01-05 05:20:30,257881000,12.75796,43.2509,156.4,10.0,155,0,9701920,SPAR ARIES,LATO7,70,170,29,12,20,11.6,ARMED GUARDS ONBOARD,01-05 16:00,7,2024-01-05
388,2024-01-05 05:50:41,636022865,12.7376,43.26217,150.3,15.6,150,0,9241205,OVP TAURUS,D5HU7,70,177,45,10,20,10.8,"CNTAO,ALL CHINESE",01-26 04:00,7,2024-01-05
389,2024-01-05 05:58:40,538005194,12.75094,43.26369,156.5,9.9,156,0,9304576,SFERA,V7BT4,70,182,43,16,16,13.2,EGSUZ>THKSI,01-20 12:00,7,2024-01-05
392,2024-01-05 06:11:05,538008934,12.74902,43.25836,156.0,10.7,156,0,9880491,AQUAVITA ETERNITY,V7A2921,70,198,31,21,11,14.5,ARMED GUARDS ONBOARD,01-11 05:30,7,2024-01-05
394,2024-01-05 06:15:57,352002077,12.74348,43.27272,155.0,11.5,155,0,9307944,TTC SHAKTI,3E3762,80,190,42,16,16,8.2,AEFJR ARM GUARD,01-10 11:00,8,2024-01-05
397,2024-01-05 07:12:34,626271000,12.60997,43.38437,301.1,14.1,299,0,9319870,THALASSA,TRAS3,89,202,47,22,22,8.0,EGSUZ,01-09 06:00,8,2024-01-05
399,2024-01-05 07:15:35,352001646,12.61807,43.3913,301.6,11.0,303,0,8357394,XIN LONG YUN 88,3E2677,70,142,17,16,7,8.0,SUEZ CAN,01-10 08:00,7,2024-01-05
401,2024-01-05 08:50:06,511100561,12.7539,43.2543,154.7,8.0,158,0,9546174,SATURN J,T8A3721,70,145,35,14,13,10.6,UMMQASR,01-13 13:00,7,2024-01-05
402,2024-01-05 09:04:59,538009148,12.6097,43.39877,300.0,11.6,300,0,9479888,ALPHA GRACE,V7A4382,70,251,41,23,22,8.2,AEFJR ARM GUARD,01-09 13:00,7,2024-01-05
403,2024-01-05 09:12:25,538008842,12.75561,43.25777,155.1,10.4,158,0,9852535,GOLDEN FORWARD,V7A2820,70,201,28,9,23,14.6,PORT KLANG,01-17 04:00,7,2024-01-05
405,2024-01-05 09:28:50,538006207,12.70106,43.27181,156.9,13.3,156,0,9263320,HOPE ISLAND,V7KU3,70,181,50,12,20,11.8,KEMBA,01-12 11:00,7,2024-01-05
409,2024-01-05 10:18:36,538009771,12.73017,43.25023,152.5,15.9,152,0,9132818,ZEKREET,V7A5143,80,238,60,22,24,9.6,QA_RLF,01-11 03:00,8,2024-01-05
411,2024-01-05 10:39:16,538003821,12.74272,43.26798,156.0,8.8,158,0,9483499,GLOBE DANAE,V7TK7,70,192,37,10,22,14.8,ARM GUARD ONBOARD,01-17 00:00,7,2024-01-05
413,2024-01-05 11:00:59,636011186,12.73555,43.27274,157.7,9.6,158,0,9200952,ZHEN HUA 34,ELXK8,95,207,38,29,13,8.8,SHANGHAI CHINA,01-29 15:00,9,2024-01-05
414,2024-01-05 11:02:25,636019682,12.75034,43.25701,154.6,8.6,154,0,9370197,CASTOR,D5OO8,70,196,29,10,22,12.9,SINGAPORE,01-18 10:00,7,2024-01-05
416,2024-01-05 12:00:51,413494710,12.74151,43.25961,158.1,11.3,159,0,9823625,TIAN YOU,BOKI,70,170,20,21,7,10.9,SINGAPORE,01-16 08:00,7,2024-01-05
420,2024-01-05 12:30:22,477345800,12.75268,43.25749,155.9,15.9,157,0,9834301,LNG MERAK,VRSF4,89,234,57,28,17,11.5,NE ASIA,01-20 04:00,8,2024-01-05
423,2024-01-05 13:31:33,636017839,12.61667,43.3934,301.9,14.3,299,0,9617650,STOLT LARIX,D5MY3,82,152,31,9,19,9.8,EGSUZ,01-09 15:00,8,2024-01-05
424,2024-01-05 13:44:40,538005992,12.6021,43.40417,300.3,13.2,300,0,9690614,HAFNIA VIRIDIAN,V7IT6,82,147,36,20,12,11.7,ARMED GUARD ON BOARD,01-09 12:00,8,2024-01-05
426,2024-01-05 14:01:51,563175200,12.60273,43.4031,297.9,13.3,298,0,9941697,HAFNIA LOIRE,9V8366,80,203,47,13,31,14.6,EGSUZ FOR ORDERS,01-09 14:00,8,2024-01-05
428,2024-01-05 14:02:10,538008816,12.61244,43.4062,301.7,19.8,301,0,9851634,FLEX ARTEMIS,V7A2793,80,229,66,21,25,9.3,SUEZ,01-08 09:00,8,2024-01-05
429,2024-01-05 14:51:45,312625000,12.62177,43.39148,299.2,11.1,511,0,9230919,MAK1,V3JE3,79,158,29,19,5,9.7,EG SUZ,01-10 12:00,7,2024-01-05
430,2024-01-05 15:00:06,636021745,12.75287,43.25345,154.0,11.1,156,0,9293117,LEOPARD 1,5LFM6,80,234,49,31,17,13.0,SG SIN W/ ARM GUARD,01-18 07:00,8,2024-01-05
434,2024-01-05 16:15:09,352003083,12.6191,43.39792,300.6,13.5,300,0,9950533,KATAGALAN BRAVE,3E5970,70,201,24,21,11,13.5,DAMEITTA,01-09 12:00,7,2024-01-05
435,2024-01-05 16:16:59,477686800,12.60178,43.39563,299.4,13.3,299,0,9683439,JOSCO DEZHOU,VRMU6,70,172,28,19,14,10.4,SUEZ GUARD ON BOARD,01-10 12:00,7,2024-01-05
436,2024-01-05 16:24:02,636017555,12.61366,43.39741,304.6,13.6,304,0,9363314,POCHARD S,D5LN4,70,155,22,20,8,10.0,EG  SGA,01-09 12:00,7,2024-01-05
441,2024-01-05 17:31:16,538003908,12.61178,43.38075,300.0,12.3,300,0,9555149,PAPA JOHN,V7TY7,79,161,29,14,18,12.7,ALGERIA-ARMGUARD ONB,01-15 12:00,7,2024-01-05
442,2024-01-05 17:51:21,403560000,12.61267,43.39247,298.0,11.5,297,0,9384198,MANIFA,HZGW,80,279,54,33,27,21.9,EGAIS,10-01 01:30,8,2024-01-05
443,2024-01-05 17:54:23,538009957,12.7529,43.24989,158.0,11.8,156,0,9823572,MARLIN LOME,V7A5390,80,206,44,14,30,13.8,ARMS GUARD ONBOARD,01-18 20:00,8,2024-01-05
447,2024-01-05 19:42:25,311044000,12.61913,43.37017,301.0,13.6,299,0,9327035,ESTIA,C6VZ9,80,190,38,27,8,13.7,EGYPT SUEZ,01-10 06:00,8,2024-01-05
448,2024-01-05 19:44:25,671742000,12.75458,43.2557,155.2,7.6,511,0,7607417,HAJH GHSN J,5VEC7,70,64,18,6,9,4.5,BERBERA,01-06 08:00,7,2024-01-05
450,2024-01-05 20:11:00,538006874,12.73516,43.25445,155.0,9.5,155,0,9266865,SEA HOLLY,V7SK3,0,212,28,21,21,10.8,INSIK,01-11 23:00,0,2024-01-05
452,2024-01-05 20:13:18,219029327,12.75625,43.25796,156.4,11.7,154,0,9798002,TORM HELLERUP,OZEQ2,89,202,48,17,27,9.0,FUJAIRAH-ARM GUARDS,01-10 10:00,8,2024-01-05
453,2024-01-05 20:21:45,538003884,12.60898,43.40314,301.6,12.9,302,0,9406001,FRONT ODIN,V7TT9,80,238,36,34,14,16.9,ARMED GUARD OB,01-10 04:00,8,2024-01-05
455,2024-01-05 20:37:03,636021306,12.75877,43.25368,156.5,14.8,154,0,9415844,TIMON,A8TH7,79,228,76,23,17,12.1,MYPKG,01-15 07:00,7,2024-01-05
456,2024-01-05 20:56:37,248017000,12.60872,43.40226,300.1,14.4,301,0,9725902,NOTOS VENTURE,9HA4478,70,163,27,12,18,8.6,INMRM - ITNAP,01-14 22:00,7,2024-01-05
463,2024-01-05 22:51:28,374390000,12.6458,43.34732,334.4,12.2,343,0,9113848,KRAKUS,HO5853,70,156,20,7,19,9.6,YE HOD,01-06 19:00,7,2024-01-05
464,2024-01-05 23:03:11,538004772,12.61833,43.38,299.0,12.0,511,0,9324148,DALIAN STAR D,V7YZ6,70,169,11,16,16,12.2,VL NO CONTACT ISRAEL,01-06 23:30,7,2024-01-05
467,2024-01-05 23:39:18,405000346,12.61096,43.40452,300.6,15.8,301,0,9805752,MEGHNA FORTUNE,S2BP7,70,172,27,21,11,6.3,SUEZ(ARMED GUARD OB),01-10 00:00,7,2024-01-05
468,2024-01-05 23:53:30,341301001,12.59962,43.40142,305.6,10.0,307,0,8358582,YAMAN BEY,V4MV5,70,90,7,5,11,6.3,YE HOD,06-01 20:00,7,2024-01-05
472,2024-01-06 00:02:21,538006517,12.67071,43.29523,156.6,10.5,154,0,9489297,OLYMPIC SKY,V7NZ2,80,202,42,16,26,14.8,INCOK,01-12 12:00,8,2024-01-06
474,2024-01-06 01:34:39,563117100,12.74733,43.25985,158.2,8.2,159,0,9305295,OPTIMAX I,9V6935,70,104,16,16,4,6.9,QA HMD,01-14 07:00,7,2024-01-06
475,2024-01-06 02:05:35,563155700,12.61656,43.38586,305.9,14.2,308,0,9640607,PROPEL SUCCESS,9V7967,70,169,28,14,19,9.1,ARMED GUARDS ONBOARD,01-10 16:00,7,2024-01-06
477,2024-01-06 02:38:55,354021000,12.74247,43.2617,155.2,12.9,154,0,9138317,LOA PEACE,3FCD7,70,180,18,14,16,10.1,ARMED GUARD ON BOARD,01-26 02:00,7,2024-01-06
479,2024-01-06 03:06:36,636017835,12.75798,43.24905,154.4,9.0,154,0,8919049,STOLT CEDAR,D5MX7,83,151,31,18,14,10.3,DEENDAYAL,01-12 05:00,8,2024-01-06
480,2024-01-06 03:36:19,257593000,12.75777,43.24978,154.0,9.1,155,0,9557111,SPAR RIGEL,LAIS7,70,155,35,22,10,12.5,ARM GUARDS ON BOARD,01-12 12:00,7,2024-01-06
483,2024-01-06 04:15:24,255806203,12.73546,43.26122,154.2,11.9,154,0,9808845,UHL FUTURE,CQAK9,70,15,135,16,10,5.9,IN MAA,01-14 12:00,7,2024-01-06
484,2024-01-06 04:24:36,563183800,12.73883,43.265,155.0,11.6,158,0,9228564,LOBIVIA,9V8676,79,168,20,16,14,7.8,DJIBOUTI,01-06 10:00,7,2024-01-06
485,2024-01-06 04:41:25,574005180,12.61197,43.38912,301.9,14.9,305,0,9250892,LUCIA,XVJC7,80,209,38,21,21,8.5,UST_LUGA RUSSIAN,01-11 10:10,8,2024-01-06
486,2024-01-06 04:50:54,229715000,12.75837,43.25037,154.2,10.8,156,0,9692856,CAPTAIN SPIRO,9HA3543,80,210,41,30,15,12.8,ARM GUARDS ONBOARD,01-18 15:00,8,2024-01-06
492,2024-01-06 05:22:01,636018217,12.74144,43.25955,155.5,9.2,156,0,9835977,SALT LAKE,D5OR5,70,201,28,22,10,13.2,SG PEBG_C,01-20 10:00,7,2024-01-06
493,2024-01-06 05:26:15,352002588,12.61087,43.40427,299.0,14.7,300,0,9544281,CORUM,3E2362,80,210,39,15,29,8.0,SUEZ CANAL,01-10 10:00,8,2024-01-06
494,2024-01-06 05:41:49,352001406,12.75939,43.25462,150.8,8.8,150,0,9158159,ALANYA-M,3E2155,70,164,22,15,15,11.2,GRESIK,01-22 05:00,7,2024-01-06
498,2024-01-06 06:36:20,563115400,12.61368,43.39658,302.0,15.0,303,0,9349045,GFS PRIDE,9V6902,79,176,46,7,23,11.9,JEDDAH,01-04 03:00,7,2024-01-06
501,2024-01-06 08:02:37,636016730,12.70875,43.27572,155.0,9.5,156,0,9254563,PICTOR,D5HM7,79,193,31,11,21,12.8,    ARM GUARDONBOARD,01-20 08:00,7,2024-01-06
502,2024-01-06 08:42:46,352001617,12.60844,43.39598,299.1,14.3,301,0,9766920,GREAT HAN,3E3675,70,171,29,22,14,8.6,SUEZ CANAL EGYPT,01-10 06:00,7,2024-01-06
505,2024-01-06 09:53:56,413054710,12.7276,43.25365,152.0,9.1,153,0,9808182,HUA XING LONG,BQMD,90,23,144,32,8,6.7,ARMED GUARD ON BOARD,01-28 10:00,9,2024-01-06
508,2024-01-06 11:12:03,636016601,12.61983,43.38998,300.2,11.4,300,0,9670925,OCEANUS,D5GY2,70,170,30,14,18,9.7,ARMED GUARD ONBOARD,01-11 06:00,7,2024-01-06
509,2024-01-06 11:15:29,341988000,12.74682,43.24133,148.0,16.8,150,0,9259408,CERUS,V4EL4,79,173,54,16,16,11.7,KHAWR FAKKAN,01-10 04:00,7,2024-01-06
510,2024-01-06 11:44:40,563026200,12.70419,43.27308,151.3,11.7,153,0,9783423,RONG LIN WAN,9V3639,80,209,41,18,26,13.2,DAESAN,01-28 20:00,8,2024-01-06
511,2024-01-06 11:55:02,677012700,12.75557,43.25791,156.0,10.2,155,0,9041057,GOTICA,5IM227,80,262,15,20,24,9.0,ARMED GUARDS_AE KLF,01-13 05:00,8,2024-01-06
516,2024-01-06 12:21:31,511100286,12.73985,43.25988,151.4,7.1,511,8,9015773,SHANGHAI M,T8A3395,70,103,21,15,5,8.8,DJIBOUTI,01-06 09:35,7,2024-01-06
517,2024-01-06 12:28:30,538010764,12.6051,43.4091,300.0,13.3,300,0,9606003,CETUS TIGER,V7A7393,70,153,25,21,8,10.1,ARMED GUARDS ONBOARD,01-11 00:01,7,2024-01-06
518,2024-01-06 12:55:57,636023139,12.63627,43.37285,298.3,13.1,295,0,9591583,PRESTIGE D,5LMD9,79,201,34,14,24,7.5,TALLIN,02-01 12:00,7,2024-01-06
524,2024-01-06 14:37:23,352002559,12.75953,43.25333,155.2,9.5,156,0,9255531,ESCADA,3E2338,70,139,16,13,12,7.5,DJIBOUTI,01-06 22:00,7,2024-01-06
525,2024-01-06 14:55:30,538008065,12.61563,43.40512,300.0,14.2,301,0,9414292,PALERMO,V7VJ6,89,155,31,26,7,11.3,SUEZ,10-01 17:00,8,2024-01-06
528,2024-01-06 15:15:35,518998814,12.73624,43.25385,155.4,11.7,156,0,9321689,OCEAN FAYE,E5U4794,80,209,39,14,29,12.0,FO ARMS GUARD OB,01-17 01:30,8,2024-01-06
529,2024-01-06 15:26:50,636018295,12.70266,43.31326,333.6,13.9,336,0,9273246,BUTTERFLY,D5PB7,80,157,26,21,11,8.0,ARMED GUARD ONBOARD,01-10 06:00,8,2024-01-06
530,2024-01-06 15:41:59,256721000,12.60874,43.40602,301.0,13.0,300,0,9473066,SEALEO,9HA2912,80,211,32,26,16,8.2,ES SIDER ARMGARD OB,01-15 17:00,8,2024-01-06
