"DATE TIME (UTC)","MMSI","LATITUDE","LONGITUDE","COURSE","SPEED","HEADING","NAVSTAT","IMO","NAME","CALLSIGN","AISTYPE","A","B","C","D","DRAUGHT","DESTINATION","ETA"
"2024-03-24 00:06:08",613003901,12.75059,43.26409,155.3,7.6,511,0,9254422,"OSTRA","TJMC168",89,12,133,11,11,9.8,"KFK","03-30 12:00"
"2024-03-24 00:12:50",538009223,12.73063,43.26151,150.8,9.6,150,0,9362982,"LENI","V7A4474",70,201,24,14,18,13.2,"BIK IRAN","03-31 06:00"
"2024-03-24 00:26:58",538007541,12.61087,43.39418,300.1,12.9,299,0,9567439,"NS QINGDAO","V7UM6",70,161,29,16,16,12.9,"EGYPT/CHINESE CREW","03-28 12:00"
"2024-03-24 00:35:48",356576000,12.75885,43.25261,154.7,9.7,157,0,9493638,"THE FINDER","3FLQ",79,192,33,10,22,13.4,"ARMS GUARD ONBOARD","03-31 06:00"
"2024-03-24 01:06:34",538009223,12.60007,43.33240,121.4,8.9,120,0,9362982,"LENI","V7A4474",70,201,24,14,18,13.2,"BIK IRAN","03-31 06:00"
"2024-03-24 01:08:19",538007541,12.73056,43.31003,335.4,12.6,335,0,9567439,"NS QINGDAO","V7UM6",70,161,29,16,16,12.9,"EGYPT/CHINESE CREW","03-28 12:00"
"2024-03-24 01:11:36",613003901,12.62233,43.31750,158.0,7.7,511,0,9254422,"OSTRA","TJMC168",89,12,133,11,11,9.8,"KFK","03-30 12:00"
"2024-03-24 01:14:11",356576000,12.66254,43.29658,156.9,9.8,156,0,9493638,"THE FINDER","3FLQ",79,192,33,10,22,13.4,"ARMS GUARD ONBOARD","03-31 06:00"
"2024-03-24 01:18:11",577474000,12.60629,43.40382,298.0,11.1,511,0,9145126,"ANKA SKY","YJWX2",70,75,10,6,7,5.6,"TURKISH CREW ONBOARD","03-29 12:00"
"2024-03-24 02:06:07",538005368,12.75146,43.25845,156.3,9.6,156,0,9209116,"AGNES","V7DC9",70,193,32,19,13,10.8,"UMM QASR(IRAQ)","03-31 09:00"
"2024-03-24 02:12:37",577474000,12.73765,43.30839,333.3,10.9,511,0,9145126,"ANKA SKY","YJWX2",70,75,10,6,7,5.6,"TURKISH CREW ONBOARD","03-29 12:00"
"2024-03-24 02:55:46",351095000,12.61075,43.40445,302.0,11.7,302,0,9244087,"JAGUAR 1","3FKG5",70,130,25,10,14,8.1,"SUEZ EG","03-30 12:00"
"2024-03-24 03:01:29",351095000,12.62115,43.38797,302.0,11.9,302,0,9244087,"JAGUAR 1","3FKG5",70,130,25,10,14,8.1,"SUEZ EG","03-30 12:00"
"2024-03-24 03:07:50",538005368,12.60655,43.33456,137.9,9.4,135,0,9209116,"AGNES","V7DC9",70,193,32,19,13,10.8,"UMM QASR(IRAQ)","03-31 09:00"
"2024-03-24 04:18:11",620999092,12.74030,43.26338,154.4,6.6,158,0,9061588,"ATLANTIC 22","D6A3097",70,132,26,10,15,9.5,"DJIBOUTI/SYRIANCREW","03-24 13:00"
"2024-03-24 05:00:53",636022445,12.61050,43.39445,298.9,16.1,301,0,9426051,"ROZA","5LIV4",70,169,60,28,10,7.5,"RU ULU","04-12 16:20"
