"DATE TIME (UTC)","MMSI","LATITUDE","LONGITUDE","COURSE","SPEED","HEADING","NAVSTAT","IMO","NAME","CALLSIGN","AISTYPE","A","B","C","D","DRAUGHT","DESTINATION","ETA"
"2024-01-01 23:08:35",621819050,12.58856,43.34901,125.3,8.9,125,0,9359105,"AFRICA SUN","J2JH",70,98,50,16,8,8.6,"DJB","01-01 20:00"
"2024-01-01 23:10:13",563533000,12.65912,43.29684,154.6,10.1,153,0,9668295,"INCE EVRENYE","9V2456",70,144,25,13,13,9.8,"DJ JIB","01-02 07:00"
"2024-01-01 23:38:07",477538600,12.65440,43.30125,158.5,13.4,155,0,9847956,"CHINAGAS GLORY","VRTG7",80,189,41,15,21,11.6,"ARM GUARDS ON BOARD","01-09 16:00"
"2024-01-01 23:39:07",538009223,12.76002,43.25891,154.2,10.0,155,0,9362982,"LENI","V7A4474",70,201,24,14,18,13.2,"ARM GUARD ONBOARD","01-06 23:59"
"2024-01-02 00:02:18",477538600,12.58866,43.35981,122.0,13.3,122,0,9847956,"CHINAGAS GLORY","VRTG7",80,189,41,15,21,11.6,"ARM GUARDS ON BOARD","01-09 16:00"
"2024-01-02 00:06:39",538009223,12.68954,43.29137,156.9,10.1,154,0,9362982,"LENI","V7A4474",70,201,24,14,18,13.2,"ARM GUARD ONBOARD","01-06 23:59"
"2024-01-02 00:12:09",370497000,12.74574,43.25829,155.4,11.7,156,0,9536923,"CHEMROAD POLARIS","3EJK",80,149,30,23,5,11.4,"COCHIN","01-08 14:00"
"2024-01-02 01:00:05",370497000,12.60478,43.32795,131.2,11.6,129,0,9536923,"CHEMROAD POLARIS","3EJK",80,149,30,23,5,11.4,"COCHIN","01-08 14:00"
"2024-01-02 01:00:08",511100824,12.60732,43.40753,298.7,12.8,299,0,9229996,"NJ EARTH","T8A4034",70,182,18,13,11,9.6,"SUEZ CANAL","01-06 12:00"
"2024-01-02 01:00:19",538009223,12.57392,43.37670,121.5,10.2,120,0,9362982,"LENI","V7A4474",70,201,24,14,18,13.2,"ARM GUARD ONBOARD","01-06 23:59"
"2024-01-02 01:21:10",256828000,12.75992,43.25266,156.4,10.5,156,0,9619555,"AFALES","9HA2940",70,245,47,40,5,18.1,"JP OIT","01-25 00:01"
"2024-01-02 01:41:54",563358000,12.60281,43.39520,299.7,18.4,301,0,9367607,"CANOPUS LEADER","9VHC4",70,20,160,9,23,8.9,"SA JED","01-04 01:00"
"2024-01-02 01:54:29",352003112,12.71105,43.27190,157.6,15.9,157,0,9989807,"BRIGHT SAKURA","3E5997",70,146,39,11,24,10.8,"IN MUN","01-06 06:30"
"2024-01-02 02:01:20",352003112,12.68279,43.28397,157.2,15.8,157,0,9989807,"BRIGHT SAKURA","3E5997",70,146,39,11,24,10.8,"IN MUN","01-06 06:30"
"2024-01-02 02:06:19",256828000,12.63770,43.30832,150.8,10.3,145,0,9619555,"AFALES","9HA2940",70,245,47,40,5,18.1,"JP OIT","01-25 00:01"
"2024-01-02 02:06:30",563358000,12.70047,43.31786,335.4,18.1,336,0,9367607,"CANOPUS LEADER","9VHC4",70,20,160,9,23,8.9,"SA JED","01-04 01:00"
"2024-01-02 02:45:13",232008100,12.75554,43.25488,156.5,11.9,157,0,9744893,"STOLT CALLUNA","MBAU8",80,148,37,18,10,10.7,"IN IXY","01-07 09:30"
"2024-01-02 03:00:13",232008100,12.70990,43.27590,155.0,12.0,156,0,9744893,"STOLT CALLUNA","MBAU8",80,148,37,18,10,10.7,"IN IXY","01-07 09:30"
"2024-01-02 03:04:46",538010224,12.73357,43.25063,156.0,10.0,158,0,9481958,"MIKE BAY","V7A5772",70,148,32,10,20,0.0,"ARMED GUARD ONBOARD","01-14 20:00"
"2024-01-02 03:05:41",249593000,12.74317,43.26284,155.0,13.3,155,0,9383869,"SARASOTA A","9HA4305",89,215,29,20,22,8.2,"FUJAIRAH UAE","01-08 12:00"
"2024-01-02 04:17:11",538010224,12.57713,43.37183,117.0,10.3,116,0,9481958,"MIKE BAY","V7A5772",70,148,32,10,20,0.0,"ARMED GUARD ONBOARD","01-14 20:00"
"2024-01-02 05:08:41",636022767,12.62082,43.38522,298.0,13.4,298,0,9439539,"BAY GRAMMY","5LKI9",80,205,38,13,29,8.9,"SUEZ, EGYPT","01-07 01:00"
"2024-01-02 05:18:44",352003139,12.63376,43.34579,322.3,14.5,327,0,9701360,"DATO MAX","3E6021",70,171,29,26,6,7.0,"ARM GUARD ON BOARD","01-06 18:00"
"2024-01-02 05:40:03",256608000,12.61992,43.38106,306.5,13.5,305,0,9607291,"WHITE FIN","9HA2891",70,161,29,9,23,10.6,"EG SUZ","01-07 00:00"
"2024-01-02 06:10:15",256608000,12.71604,43.31946,336.2,13.6,334,0,9607291,"WHITE FIN","9HA2891",70,161,29,9,23,10.6,"EG SUZ","01-07 00:00"
"2024-01-02 06:16:04",636022417,12.60700,43.40508,299.0,13.9,300,0,9512575,"LC MILADY","5LIR5",70,210,25,20,18,7.6,"ARMED GUARDS ONBOARD","01-06 23:00"
"2024-01-02 07:00:40",636022417,12.74470,43.30442,337.0,14.1,338,0,9512575,"LC MILADY","5LIR5",70,210,25,20,18,7.6,"ARMED GUARDS ONBOARD","01-06 23:00"
"2024-01-02 07:40:04",538002917,12.61073,43.41687,297.9,18.7,298,0,9337705,"AL GATTARA","V7MX3",80,265,50,15,35,12.2,"SUEZ","01-05 17:17"
"2024-01-02 07:49:07",370681000,12.62084,43.37397,301.4,18.2,299,0,9676864,"ARIES LEADER","HPVD",70,35,164,32,4,9.7,"SA JDE","01-03 21:01"
"2024-01-02 08:00:58",538003950,12.74251,43.25525,153.6,9.7,153,0,9463750,"LAVENDER","V7UH4",70,169,21,17,15,12.8,"ARMED GUARD ON BOARD","01-08 12:00"
"2024-01-02 08:01:19",370681000,12.66933,43.33565,335.1,18.3,335,0,9676864,"ARIES LEADER","HPVD",70,35,164,32,4,9.7,"SA JDE","01-03 21:01"
"2024-01-02 08:01:52",538002917,12.69127,43.33900,334.5,18.8,334,0,9337705,"AL GATTARA","V7MX3",80,265,50,15,35,12.2,"SUEZ","01-05 17:17"
"2024-01-02 08:45:22",255915584,12.60346,43.41179,300.0,12.2,300,0,9962940,"BARENTS FIN","CQ2042",70,79,10,5,7,3.8,"EGADA","01-07 05:00"
