,person_nid,person_title,person_round,person_house,country_nid,country_title,person_firstname,person_lastname,person_firstname_local,person_lastname_local,person_bday,person_gender,person_born_abroad,person_birthplace,person_birthcountry,person_marital_stat,person_numchild,person_occupation_1,person_occupation_2,person_occupation_3,person_family_clan_link,person_family_clan_name,person_family_clan_nam_rel,person_lang_native_nid,person_lang_native_title,person_lang_native_rel,person_lang_native_other,person_lang_spoken_nid,person_lang_spoken_title,person_lang_spoken_other,person_lang_english,person_lang_french,person_lang_arabic,person_lang_spanish,person_lang_chinese,person_lang_german,person_lang_russian,person_lang_portuguese,person_lang_other,person_lang_all_count,person_unv_name_1,person_unv_name_2,person_unv_name_3,person_ug_major_all,person_ug_major_1,person_ug_major_2,person_ug_major_3,person_education,person_college_country,person_abroad,person_eduwest,person_course_of_study,person_notes,person_aff_party_nid,person_aff_party,person_party_aff_nonpartisan,person_party_aff_power,person_party_aff_position,prsn_prty_aff_position_local,prsn_prty_aff_coalition_differ,person_party_aff_pol_exp,person_office_type_1,person_office_position_1,person_office_minposarea_1,person_office_minposarea_lo,person_office_service_began_1,prsn_office_srvc_bgn_cabi_1,person_office_terms_1,person_office_pm_participate_1,person_office_howmanydays_1,prsn_office_hwmnydys_miss_1,prsn_office_cnsttncy_nid_1,prsn_office_cnsttncy_title_1,person_office_type_2,person_office_position_2,person_office_minposarea_2,person_office_service_began_2,prsn_office_srvc_bgn_cabi_2,person_office_terms_2,person_office_pm_participate_2,person_office_howmanydays_2,prsn_office_hwmnydys_miss_2,prsn_office_cnsttncy_nid__2,prsn_office_cnsttncy_title_2,person_office_type_3,person_office_position_3,person_office_minposarea_3,person_office_service_began_3,prsn_office_srvc_bgn_cabi_3,person_office_terms_3,person_office_pm_participate_3,person_office_howmanydays_3,prsn_office_hwmnydys_miss_3,prsn_office_cnsttncy_nid_3,prsn_office_cnsttncy_title_3,terms,startReign
5712,12008,Bashar al-Assad,"1,2",,5220,Syria (Syrian Arab Republic),Bashar,al-Assad,,,1965-01-01,Male,0.0,"Damascus, Syria",Syrian Arab Republic,,3.0,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",Military official,,,al-Assad,,5221,Arabic,Assumed,,5221,Arabic,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,medicine,medicine,,,Post-graduate (anything except Ph.D. degree),,0.0,0.0,Medical Doctor,,11996,Arab Socialist Baath Party,No,Apex,President,,No,,Executive,President,,,2000-01-01,,0,,,,0,,Party leader,Regional Secretary of the Regional Command of the Syrian Regional Branch of the Arab Socialist Ba'ath Party,,2000-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2000-01-01
