Date,Low,Open,Volume,High,Close,Adjusted Close
09-04-1998,41.07099914550781,41.30099868774414,17700,41.584999084472656,41.584999084472656,27.003599166870117
10-04-1998,41.584999084472656,41.584999084472656,0,41.584999084472656,41.584999084472656,27.003599166870117
13-04-1998,41.584999084472656,41.584999084472656,0,41.584999084472656,41.584999084472656,27.003599166870117
14-04-1998,42.09633255004883,42.09633255004883,86400,43.53933334350586,43.53933334350586,28.272655487060547
15-04-1998,43.45966720581055,43.74399948120117,255300,48.57266616821289,47.805667877197266,31.043033599853516
16-04-1998,46.38566589355469,48.00466537475586,67500,48.57266616821289,46.58433151245117,30.24995231628418
17-04-1998,45.61866760253906,46.641334533691406,124800,47.89099884033203,47.54999923706055,30.87701988220215
20-04-1998,48.57566452026367,48.970333099365234,121800,50.163333892822266,50.163333892822266,32.57400894165039
21-04-1998,49.73733139038086,50.845001220703125,102000,51.413333892822266,49.99866485595703,32.46708679199219
22-04-1998,47.83433151245117,50.04966735839844,223200,51.64033126831055,48.28300094604492,31.353004455566406
23-04-1998,46.300331115722656,48.856666564941406,246000,49.25433349609375,49.25433349609375,31.98374366760254
24-04-1998,47.1523323059082,48.17499923706055,103500,48.17499923706055,47.237667083740234,30.674198150634766
27-04-1998,44.9370002746582,46.981998443603516,75000,46.981998443603516,45.56166458129883,29.585872650146484
28-04-1998,45.95933151245117,46.016334533691406,63900,48.00466537475586,47.49333190917969,30.840232849121094
29-04-1998,47.20933151245117,47.63533401489258,65400,48.231998443603516,47.83433151245117,31.0616455078125
30-04-1998,47.89099884033203,48.00466537475586,64800,49.31133270263672,48.979000091552734,31.80495262145996
01-05-1998,48.979000091552734,48.979000091552734,0,48.979000091552734,48.979000091552734,31.80495262145996
04-05-1998,49.70899963378906,49.70899963378906,62700,50.788333892822266,50.277000427246094,32.647830963134766
05-05-1998,49.14066696166992,49.99300003051758,52500,50.277000427246094,50.04966735839844,32.50020217895508
06-05-1998,48.57266616821289,49.93633270263672,49200,50.68033218383789,50.24866485595703,32.62942886352539
