Ticker,Name,Exchange,Category Name,Country
7EL.MU,ELIS S.A. EO 10,MUN,,Germany
ENLA.DE,Enel SpA,GER,,Germany
E1E.BE,"EMPYREAN ENERGY LS-,002",BER,,Germany
TUIJ.HM,TUIJ.HM,HAM,,Germany
3I4.BE,"EMERGENT CAPITAL DL-,01",BER,,Germany
EMD.BE,ENM HOLDINGS LTD.,BER,,Germany
NE71.BE,"EMERGING MKTS MIN.LS-,001",BER,,Germany
EMH1.SG,pferdewetten.de AG Inhaber-Akti,STU,,Germany
EMQ.DU,EMQTEC O.N.,DUS,Rubber & Plastics,Germany
ERX.BE,"EMERSON RADIO DL-,01",BER,,Germany
EMGA.BE,"EMAGIN CORP. NEW DL -,01",BER,,Germany
EMH1.MU,PFERDEWETTEN.DE AG,MUN,,Germany
EMP.HM,"EMC CORP. DL-,01",HAM,,Germany
ER2N.SG,EMCORE Corp. Registered Shares,STU,,Germany
FV6.BE,EMMI AG SF 10,BER,,Germany
ER2N.BE,EMCORE CORP. NEW,BER,,Germany
EMZ1.SG,EMASZ Nyrt. Namens-Aktien UF 10,STU,,Germany
EMC1.SG,Ems-Chemie Holding AG Namens-Ak,STU,,Germany
B7K1.BE,GENESIS EMERG.MKTS PTG,BER,,Germany
EMQ.MU,EMQTEC O.N.,MUN,Rubber & Plastics,Germany
EMZ1.BE,EMASZ NYRT. NA UF 10000,BER,,Germany
EMH1.DU,PFERDEWETTEN.DE AG,DUS,,Germany
A8Y1.BE,EML PAYMENTS LTD.,BER,,Germany
E3A.BE,EMECO HOLDINGS LTD,BER,,Germany
FV6.MU,EMMI AG SF 10,MUN,,Germany
GT81.SG,Triton Emission Solutions Inc.,STU,,Germany
GT81.MU,TRITON EMISSION SOL.,MUN,,Germany
EMB.SG,5N Plus Inc.,STU,,Germany
EMH3.BE,PFERDEWETTEN.DE N.NOT.,BER,,Germany
EMP.HA,EMP.HA,HAN,,Germany
EMP.MU,"EMC CORP. DL-,01",MUN,,Germany
ICS1.MU,EMPRESAS ICA S.A.B.ADR/4,MUN,,Germany
TBD.MU,EMERALD HEALTH THER.,MUN,,Germany
TUIJ.MU,TUIJ.MU,MUN,,Germany
EMGA.SG,eMagin Corp. Registered Shares,STU,,Germany
ER2N.MU,EMCORE CORP. NEW,MUN,,Germany
ES9.BE,"EMPIRE ST.REA.TR.A DL-,01",BER,,Germany
EM3A.BE,EMPEROR INTL SUBDIV.HD-01,BER,,Germany
EM3A.SG,Emperor Intl. Holdings Ltd. Sub,STU,,Germany
EM9.BE,EMPIRE OIL + GAS,BER,,Germany
EMP.BE,"EMC CORP. DL-,01",BER,,Germany
EMQ.BE,EMQTEC O.N.,BER,Rubber & Plastics,Germany
EMP.DE,Dell EMC,GER,,Germany
EMB.BE,5N PLUS INC.,BER,,Germany
TUIJ.DU,TUIJ.DU,DUS,,Germany
3R1.BE,RED EMPEROR RES. NL,BER,,Germany
GZF.DU,ENGIE S.A. INH. EO 1,DUS,Diversified Utilities,Germany
GPF.BE,"NAUTILUS MARINE S. LS-,01",BER,,Germany
FOH.SG,FRED. OLSEN ENERGY ASA Navne-Ak,STU,Oil & Gas Drilling & Exploration,Germany
ENUR.DE,Stora Enso Oyj,GER,Paper & Paper Products,Germany
ENL.BE,ENEL S.P.A. EO 1,BER,Diversified Utilities,Germany
ENA.MU,"ENDESA INH. EO 1,20",MUN,,Germany
E65A.BE,"ENSCO PLC CL. A DL -,10",BER,,Germany
A3O.BE,"ENSERVCO CORP. DL-,005",BER,,Germany
49EA.SG,ENBRIDGE ENERGY PARTNERS L.P. R,STU,,Germany
3H51.BE,NUVERRA ENVIRONM. SOL.,BER,,Germany
20R.BE,"RICE ENERGY INC. DL -,01",BER,,Germany
1NT.SG,Northern Tier Energy L.P. Reg.U,STU,,Germany
1FE.MU,"FORUM ENERGY TECH. DL-,01",MUN,,Germany
TGJ.BE,TALLGRASS ENERGY PAR.UTS,BER,,Germany
TRP.SG,TRANSGLOBE ENERGY CORP. Registe,STU,,Germany
41Z.BE,SURGE ENERGY INC.,BER,,Germany
HKE.SG,HUSKY ENERGY INC. Registered Sh,STU,,Germany
LED.SG,Lands End Inc. Registered Share,STU,,Germany
NVG.BE,NUVISTA ENERGY LTD.,BER,,Germany
20R.SG,Rice Energy Inc. Registered Sha,STU,,Germany
P7K.SG,Primeline Energy Holdings Inc.R,STU,,Germany
TE5.DU,TECO ENERGY INC. DL 1,DUS,,Germany
E4U.BE,ENWAVE CORPORATION,BER,,Germany
1G6.SG,Genesis Energy Ltd. Registered,STU,,Germany
E5Y1.BE,"ENDEAVOUR MNG CORP.DL-,01",BER,,Germany
ENI.MU,ENI S.P.A.,MUN,Major Integrated Oil & Gas,Germany
SA2B.SG,SA2B.SG,STU,,Germany
TB8A.BE,"STERLING ENERGY LS-,40",BER,,Germany
UEN.SG,Ubisoft Entertainment S.A. Acti,STU,,Germany
NUS.MU,NU SKIN ENTERPRISES A,MUN,,Germany
E0P.BE,"ENPHASE ENERGY INC.DL-,01",BER,,Germany
SEQ.MU,"STONE EN. CORP. DL-,01",MUN,,Germany
ENI.DU,ENI S.P.A.,DUS,Major Integrated Oil & Gas,Germany
SM3.MU,SUNCOR ENERGY INC.,MUN,,Germany
ENXB.BE,"EURONEXT N.V. WI EO 1,60",BER,,Germany
B1H2.BE,FREEDOM ENERGY,BER,,Germany
FP3.MU,"NEXTERA ENERGY INC.DL-,01",MUN,,Germany
2HP.DU,HEWLETT PACKARD ENT.,DUS,,Germany
GZ5.MU,GALP ENERGIA SGPS NOM.EO1,MUN,,Germany
EN2.BE,"ENERGA SA AA ZY 10,92",BER,,Germany
LI8.BE,"LINN ENERGY LLC DL-,01",BER,,Germany
M6P.SG,McPhy Energy S.A. Actions Port.,STU,,Germany
ENA.DU,"ENDESA INH. EO 1,20",DUS,,Germany
ENXB.SG,Euronext N.V. Aandelen an toond,STU,,Germany
GZF.HM,ENGIE S.A. INH. EO 1,HAM,,Germany
3ET.BE,ENTREC CORP.,BER,,Germany
HKE.MU,HUSKY ENERGY INC.,MUN,,Germany
3H51.SG,"Nuverra Environmental Solutions, Inc.",STU,,Germany
G1MN.MU,GLOBEX MINING ENTPRS INC.,MUN,,Germany
2HP.DE,Hewlett Packard Enterprise Company,GER,,Germany
SCB.SG,SECHE ENVIRONNEMENT S.A. Action,STU,,Germany
20R.MU,"RICE ENERGY INC. DL -,01",MUN,,Germany
MVV1.HM,MVV ENERGIE AG NA O.N.,HAM,,Germany
MVV1.SG,MVV Energie AG Namens-Aktien o.,STU,Diversified Utilities,Germany
1GX.SG,8Point3 Energy Partners L.P. Re,STU,,Germany
S01.BE,SUNCOKE ENERGY INC. DL-01,BER,,Germany
79V.MU,PETR.VICTOR.ENER.CD CL.A,MUN,,Germany
EPR.MU,"EP ENERGY CORP. DL-,01",MUN,,Germany
VLE.BE,VLE.BE,BER,,Germany
ENA.BE,"ENDESA INH. EO 1,20",BER,,Germany
ETY.DU,"ENTERGY CORP. DL-,01",DUS,,Germany
SW5.MU,"SOUTHWESTERN EN. DL -,01",MUN,,Germany
PSE.DU,PUBL. SVC.ENTER.,DUS,,Germany
6PG.SG,PGE Polska Grupa Energetyczna I,STU,,Germany
EV9.SG,ENTRAVISION COMMUNICAT. CORP. R,STU,,Germany
EOAN.DU,E.ON SE NA O.N.,DUS,Diversified Utilities,Germany
EO5.BE,"EOG RESOURCES DL-,01",BER,,Germany
EOAA.DE,E.ON SE,GER,Diversified Utilities,Germany
EO7.SG,Endo International PLC Register,STU,,Germany
EOAN.SG,E.ON SE Namens-Aktien o.N.,STU,Diversified Utilities,Germany
EO5.SG,EOG RESOURCES INC. Registered S,STU,,Germany
EO5.MU,"EOG RESOURCES DL-,01",MUN,,Germany
EOM3.SG,Inventergy Global Inc. Register,STU,,Germany
EOAA.DU,E.ON SE O.N. ADR,DUS,Diversified Utilities,Germany
EOAN.MU,E.ON SE NA O.N.,MUN,Diversified Utilities,Germany
EO5.DU,"EOG RESOURCES DL-,01",DUS,,Germany
EOC.BE,ENCANTO POTASH CORP.,BER,,Germany
EOAN.HM,E.ON SE NA O.N.,HAM,,Germany
EO4.BE,EO2 EO 1,BER,,Germany
EPD.MU,ENTERPRISE PRODS PART.,MUN,,Germany
41E.SG,Epsilon Energy Ltd. Registered,STU,,Germany
NH0.BE,"EPOXY INC. DL -,00001",BER,,Germany
NH0.SG,Epoxy Inc. Registered Shares DL,STU,,Germany
SE7.BE,SEIKO EPSON CORP.,BER,,Germany
EP4A.BE,"ESPRINET S.P.A. EO -,15",BER,,Germany
EPE.SG,Epizyme Inc. Registered Shares,STU,,Germany
EPD.SG,ENTERPRISE PRODS PARTNERS L.P.R,STU,,Germany
EP3.SG,ORASURE TECHNOLOGIES INC. Regis,STU,,Germany
SE7.MU,SEIKO EPSON CORP.,MUN,,Germany
MLE.SG,EPLUS INC. Registered Shares DL,STU,,Germany
EPE.BE,"EPIZYME INC. DL -,0001",BER,,Germany
EP9.BE,"ENPRO INDUSTRIES DL-,01",BER,,Germany
E3M.SG,EPAM Systems Inc. Registered Sh,STU,,Germany
MHV.SG,Equity Lifestyle Propert. Inc.R,STU,,Germany
HPBK.SG,Heliad Equity Partn.GmbH&KGaA N,STU,,Germany
NUQA.SG,Navigator Equity Solutions SE,STU,,Germany
MT4.MU,MATADOR PR.EQ. INH. SF 10,MUN,Asset Management,Germany
MT4.DE,Matador Private Equity AG,GER,Asset Management,Germany
LSE.SG,Equus Mining Ltd. Registered Sh,STU,,Germany
HPBK.DU,HELIAD EQ.PARTN.KGAA,DUS,,Germany
EQ6.DU,EQT CORP.,DUS,,Germany
48E.BE,ENERGY TRNSFR EQUITY L.P.,BER,,Germany
EQN2.MU,"EQUINIX INC. DL-,001",MUN,,Germany
EQN2.SG,Equinix Inc. Registered Shares,STU,,Germany
MT4.BE,MATADOR PR.EQ. INH. SF 10,BER,Asset Management,Germany
T6UN.SG,Equitas Resources Corp. Registe,STU,,Germany
EQR.MU,"EQUITY RESI. SBI DL-,01",MUN,,Germany
HPBK.BE,HELIAD EQ.PARTN.KGAA,BER,,Germany
HPBK.MU,HELIAD EQ.PARTN.KGAA,MUN,,Germany
EQ6.BE,EQT CORP.,BER,,Germany
PEYA.SG,Princess Priv. Equity Hldg LtdR,STU,,Germany
T9B.DU,Trinkaus Private Equity M 3,DUS,,Germany
EQS.BE,EQS GROUP AG NA O.N.,BER,,Germany
PEYA.BE,"PRINC.PR.EQ.HLDGS EO-,001",BER,,Germany
TP5.DU,Trinkaus Private Equity Pool I GmbH & Co. KGaA,DUS,,Germany
EQR.DU,"EQUITY RESI. SBI DL-,01",DUS,,Germany
LSE.HM,EQUUS MINING LTD,HAM,,Germany
HPBK.DE,Heliad Equity Partners GmbH & Co. KGaA,GER,,Germany
EQ6.MU,EQT CORP.,MUN,,Germany
EQS.DE,EQS Group AG,GER,,Germany
NUQA.MU,"NAVIGATOR EQ.SOLUT.EO-,20",MUN,,Germany
0V3.SG,CVD Equipment Corp. Registered,STU,,Germany
EQS.DU,EQS GROUP AG NA O.N.,DUS,,Germany
48E.SG,Energy Transfer Equity L.P. Reg,STU,,Germany
T6UN.BE,EQUITAS RES CORP. NEW,BER,,Germany
LSE.MU,EQUUS MINING LTD,MUN,,Germany
ERCG.SG,Telefonaktiebolaget L.M.Erics.N,STU,Communication Equipment,Germany
ERCB.DU,ERICSSON B (FRIA),DUS,Communication Equipment,Germany
ERCB.SG,Telefonaktiebolaget L.M.Erics.N,STU,Communication Equipment,Germany
ERV1.MU,EVERTON RESOURCES,MUN,,Germany
ERCG.DE,Telefonaktiebolaget LM Ericsson (publ),GER,Communication Equipment,Germany
ERCB.HM,ERICSSON B (FRIA),HAM,,Germany
ERMK.HM,DEAG DT.ENTERTAINM. O.N.,HAM,,Germany
ERCB.BE,ERICSSON B (FRIA),BER,Communication Equipment,Germany
ER7.BE,"ERAMET SA INH. EO 3,05",BER,,Germany
ER9.MU,"ERG S.P.A. EO 0,10",MUN,,Germany
ERV1.SG,Everton Resources Inc. Register,STU,,Germany
2EM.DE,Ergomed Plc,GER,,Germany
ERO1.DE,tmc Content Group AG,GER,Entertainment - Diversified,Germany
E1OA.SG,Eros International PLC Register,STU,,Germany
ERCG.BE,ERICSSON A (FRIA),BER,Communication Equipment,Germany
ER7.MU,"ERAMET SA INH. EO 3,05",MUN,,Germany
ERCA.DU,ERICSSON B (SPON.) ADR,DUS,Communication Equipment,Germany
ERCB.MU,ERICSSON B (FRIA),MUN,Communication Equipment,Germany
2E4.SG,Erytech Pharma Société Anonyme,STU,,Germany
ER9.BE,"ERG S.P.A. EO 0,10",BER,,Germany
ERMK.BE,DEAG DT.ENTERTAINM. O.N.,BER,Entertainment - Diversified,Germany
ER7.DU,"ERAMET SA INH. EO 3,05",DUS,,Germany
ERCB.HA,ERICSSON B (FRIA),HAN,Communication Equipment,Germany
ER7.SG,"ERAMET S.A. Actions Port. EO 3,",STU,,Germany
2EM.SG,Ergomed PLC Registered Shares L,STU,,Germany
TNE5.SG,"Telefónica, S.A.",STU,Wireless Communications,Germany
TNE5.DU,TELEFONICA INH. EO 1,DUS,Wireless Communications,Germany
TNE5.DE,"Telefónica, S.A.",GER,Wireless Communications,Germany
IBE1.DE,"Iberdrola, S.A.",GER,Diversified Utilities,Germany
GAN.MU,GAS NATURAL SDG INH. EO 1,MUN,Gas Utilities,Germany
G9K.BE,"GREAT PORTLD EST. LS-,125",BER,,Germany
54F.BE,"FERSA ENERGIAS REN.EO 0,7",BER,,Germany
0ET.SG,"Esperion Therapeutics, Inc.",STU,,Germany
EYI.BE,SIRIUS REAL ESTATE LTD.,BER,,Germany
ESL.HM,"ESSILOR INTL INH. EO -,18",HAM,,Germany
EU4.BE,EUSKALTEL S.A. EO 3,BER,,Germany
IXD1.HM,"INDITEX INH. EO 0,03",HAM,,Germany
IDA.BE,"INDRA SISTEMAS INH.EO 0,2",BER,,Germany
FCC.BE,FOMENT.CON.CONTR.INH.EO 1,BER,,Germany
KBU.SG,Colonia Real Estate AG Inhaber-,STU,,Germany
FV01.DE,"Bankia, S.A.",GER,,Germany
ESL.DU,"ESSILOR INTL INH. EO -,18",DUS,,Germany
ES4.MU,ESCALON MEDICAL,MUN,,Germany
ENA.SG,ENDESA S.A. Acciones Port. EO 1,STU,,Germany
4F1.BE,FLUIDRA S.A. INH. EO 1,BER,,Germany
ESF.BE,"EUROFINS SCIEN.INH.EO 0,1",BER,,Germany
MES.DU,MITSUBISHI EST.,DUS,,Germany
PZ41.SG,Promotora de Informaciones S.AA,STU,,Germany
GTQ1.MU,"SIEMENS GAMESA R.E.EO-,17",MUN,Diversified Machinery,Germany
PZ4.BE,PZ4.BE,BER,,Germany
MEL.SG,MEL.SG,STU,,Germany
REP.HA,REPSOL S.A. INH. EO 1,HAN,,Germany
ENA.DE,Endesa SA,GER,,Germany
KBU.DU,COLON.REAL ESTATE AG,DUS,,Germany
IXD1.HA,"INDITEX INH. EO 0,03",HAN,,Germany
ESF.HM,"EUROFINS SCIEN.INH.EO 0,1",HAM,,Germany
IXD1.SG,IXD1.SG,STU,,Germany
GAN.DU,GAS NATURAL SDG INH. EO 1,DUS,Gas Utilities,Germany
ESF.DU,"EUROFINS SCIEN.INH.EO 0,1",DUS,,Germany
IBG.SG,"Iberpapel Gestión, S.A.",STU,,Germany
8GX.BE,8GX.BE,BER,,Germany
POPD.MU,"BCO POP. ESP. NOM. EO-,50",MUN,,Germany
HUA.SG,OBRASCON HUARTE LAIN S.A. Accio,STU,,Germany
OZTA.SG,"Grifols, S.A.",STU,,Germany
GTQ1.DU,"SIEMENS GAMESA R.E.EO-,17",DUS,Diversified Machinery,Germany
G9K.MU,"GREAT PORTLD EST. LS-,125",MUN,,Germany
MEL.MU,"MELIA HOTELS INTL EO -,20",MUN,,Germany
GAN.SG,GAS NATURAL SDG S.A. Acciones P,STU,Gas Utilities,Germany
TNE5.HM,TELEFONICA INH. EO 1,HAM,,Germany
GAN.DE,"Gas Natural SDG, S.A.",GER,Gas Utilities,Germany
IXD1.BE,"INDITEX INH. EO 0,03",BER,,Germany
HSC1.BE,"INMOBIL.COL.INH. EO 0,25",BER,,Germany
MEQA.BE,MERLIN PPTYS SOCIMI EO 1,BER,,Germany
UFG.DU,"FERROVIAL S.A.INH. EO-,20",DUS,,Germany
48CA.BE,CAIXABANK S.A. EO,BER,,Germany
REP.MU,REPSOL S.A. INH. EO 1,MUN,,Germany
UPR.BE,UNIPROF REAL HLD O.N.,BER,,Germany
ESL.SG,ESSILOR INTL -CIE GENLE OPT.SAA,STU,,Germany
EV1.MU,CHINA EVERGRANDE GROUP,MUN,,Germany
HSC1.MU,"INMOBIL.COL.INH. EO 0,25",MUN,,Germany
EU4.SG,Euskaltel S.A. Acciones Porteur,STU,,Germany
RWW.MU,"MEDIASET ESPANA EO -,50",MUN,,Germany
KBU.MU,KBU.MU,MUN,,Germany
ETZ.BE,"ESTERLINE TECHS DL -,20",BER,,Germany
NH5.SG,NH Hotel Group S.A. Acciones no,STU,,Germany
OCZA.SG,"Grupo Catalana Occidente, S.A.",STU,,Germany
TCX.SG,TUBACEX S.A. Acciones Port.EO 0,STU,,Germany
RDT1.BE,"GR.EZENTIS SA INH. EO-,30",BER,,Germany
TNE5.HA,TELEFONICA INH. EO 1,HAN,Wireless Communications,Germany
KBU.DE,Colonia Real Estate AG,GER,,Germany
T5R.BE,"TECNICAS REUNIDAS EO -,10",BER,,Germany
HUA.BE,"OBRASCON INH. EO 0,60",BER,,Germany
T5R.DU,"TECNICAS REUNIDAS EO -,10",DUS,,Germany
ET7.BE,ESCO TECH.,BER,,Germany
VHM.MU,SACYR S.A. INH. EO 1,MUN,,Germany
SC5A.BE,"DEOLEO S.A. EO -,10",BER,,Germany
IDA.DU,"INDRA SISTEMAS INH.EO 0,2",DUS,,Germany
IBE1.SG,Iberdrola S.A. Acciones Port. E,STU,Diversified Utilities,Germany
POPD.DE,Banco Popular Espanol S.A.,GER,,Germany
MES.MU,MITSUBISHI EST.,MUN,,Germany
REP.BE,REPSOL S.A. INH. EO 1,BER,,Germany
FV01.DU,"BANKIA S.A. EO 0,25",DUS,,Germany
MEQA.SG,Merlin Properties SOCIMI S.A. A,STU,,Germany
48CA.MU,CAIXABANK S.A. EO,MUN,,Germany
GTQ1.SG,Siemens Gamesa Renew. En. S.A.A,STU,Diversified Machinery,Germany
HUA.MU,"OBRASCON INH. EO 0,60",MUN,,Germany
UPR.SG,UNIPROF REAL ESTATE HOLDING AGI,STU,,Germany
IDA.SG,INDRA SISTEMAS S.A. Acciones Po,STU,,Germany
BAKA.MU,"BANKINTER NOM. EO -,30",MUN,,Germany
BAKA.DU,"BANKINTER NOM. EO -,30",DUS,,Germany
REP.DE,"Repsol, S.A.",GER,,Germany
ESF.MU,"EUROFINS SCIEN.INH.EO 0,1",MUN,,Germany
SSD.BE,"SNIACE INH. EO 0,10",BER,,Germany
VIR.SG,VIDRALA S.A. Acciones Port. EO,STU,,Germany
UZY.BE,"URBAS GRP.FINANC. EO 0,01",BER,,Germany
UFG.SG,Ferrovial S.A. Acciones Port. E,STU,,Germany
UFG.BE,"FERROVIAL S.A.INH. EO-,20",BER,,Germany
LEY.SG,"BarÃ³n de Ley, S.A.",STU,,Germany
VIS.DU,"VISCOFAN SA INH. EO 0,70",DUS,,Germany
ENA.HM,"ENDESA INH. EO 1,20",HAM,,Germany
ENA.HA,"ENDESA INH. EO 1,20",HAN,,Germany
GTQ1.BE,"SIEMENS GAMESA R.E.EO-,17",BER,Diversified Machinery,Germany
IXD1.DU,"INDITEX INH. EO 0,03",DUS,,Germany
GTQ1.HA,"SIEMENS GAMESA R.E.EO-,17",HAN,Diversified Machinery,Germany
TCX.BE,"TUBACEX INH. EO 0,45",BER,,Germany
VHM.BE,SACYR S.A. INH. EO 1,BER,,Germany
1CU1.BE,"CARBURES EUROPE SA EO-,17",BER,,Germany
PRHA.SG,PRHA.SG,STU,,Germany
NR6.BE,"NATRA SA INH. EO 0,1332",BER,,Germany
HUA.DU,"OBRASCON INH. EO 0,60",DUS,,Germany
ESL.BE,"ESSILOR INTL INH. EO -,18",BER,,Germany
ESL.HA,"ESSILOR INTL INH. EO -,18",HAN,,Germany
POPD.SG,Bco Pop. Esp. SA (POPULARBAN) A,STU,,Germany
MES.BE,MITSUBISHI EST.,BER,,Germany
IBE1.DU,"IBERDROLA INH. EO -,75",DUS,Diversified Utilities,Germany
VIR.BE,"VIDRALA SA INH. EO 1,02",BER,,Germany
FCC.DU,FOMENT.CON.CONTR.INH.EO 1,DUS,,Germany
REP.HM,REPSOL S.A. INH. EO 1,HAM,,Germany
48CA.SG,Caixabank S.A. Acciones Port. E,STU,,Germany
3IO1.BE,ESREY ENERGY,BER,,Germany
ENCA.BE,"ENCE ENERGIA+CELUL.EO-,90",BER,,Germany
5EG.BE,"ESURE GROUP PLC LS-,08333",BER,,Germany
41L.BE,LABORATORIOS FARMACEUT.,BER,,Germany
NH5.BE,NH HOTEL GROUP SA NOM.EO2,BER,,Germany
EU4.MU,EUSKALTEL S.A. EO 3,MUN,,Germany
5CI.SG,Cia. d. Dis.Integ.Logista HdgsA,STU,,Germany
4F1.SG,Fluidra S.A. Acciones Port. EO,STU,,Germany
ESF.SG,Eurofins Scientific S.E. Action,STU,,Germany
KBU.HM,TAG Colonia-Immobilien AG,HAM,,Germany
FCC.SG,FOMENTO CONSTRUC. CONTRATAS SAA,STU,,Germany
ENCA.SG,Ence Energia y Celulosa S.A. Ac,STU,,Germany
VIS.MU,"VISCOFAN SA INH. EO 0,70",MUN,,Germany
IBE3.MU,IBERDROLA S.A. -ANR.-,MUN,,Germany
TNE5.MU,TELEFONICA INH. EO 1,MUN,Wireless Communications,Germany
FV01.SG,BANKIA S.A. Acciones Nominativa,STU,,Germany
VIS.SG,Viscofan S.A. Acciones Port. EO,STU,,Germany
OZTA.MU,"GRIFOLS SA INH. A EO-,25",MUN,,Germany
FFEA.BE,"FAES FARMA INH. EO-,10",BER,,Germany
GAN.BE,GAS NATURAL SDG INH. EO 1,BER,Gas Utilities,Germany
IR1.MU,IMMOVARIA REAL ESTATE AG,MUN,,Germany
MEQA.MU,MERLIN PPTYS SOCIMI EO 1,MUN,,Germany
FFEA.SG,Faes Farma S.A. Acciones Port.,STU,,Germany
TYEA.BE,TECNOC.TELECOM.E.I. EO-50,BER,,Germany
HZJ.DU,HEIWA REAL ESTATE,DUS,,Germany
UPR.DU,UNIPROF REAL HLD O.N.,DUS,,Germany
EST.BE,EST.BE,BER,,Germany
IBE1.MU,"IBERDROLA INH. EO -,75",MUN,Diversified Utilities,Germany
FV01.BE,"BANKIA S.A. EO 0,25",BER,,Germany
IBE1.BE,"IBERDROLA INH. EO -,75",BER,Diversified Utilities,Germany
OZTA.BE,"GRIFOLS SA INH. A EO-,25",BER,,Germany
PRHA.BE,"PROSEGUR NOM. EO -,06",BER,,Germany
5CI.BE,"C.D.DIS.INT.LOG.HD.EO-,20",BER,,Germany
ESHB.DU,"ESPRIT HLDGS HD-,10",DUS,,Germany
VON.BE,VOCENTO,BER,,Germany
ADL.MU,ADLER REAL ESTATE AG,MUN,Property Management,Germany
REP.SG,Colas SA,STU,,Germany
PMR.SG,Pharma Mar S.A. Acciones Port.,STU,,Germany
RWW.DU,"MEDIASET ESPANA EO -,50",DUS,,Germany
TNE5.BE,TELEFONICA INH. EO 1,BER,Wireless Communications,Germany
EST.MU,ESTERER AG NA O.N.,MUN,,Germany
26E.BE,ESTIA HEALTH LTD,BER,,Germany
FCC.MU,FOMENT.CON.CONTR.INH.EO 1,MUN,,Germany
EXP.MU,"ESSEX PROP. TR. DL-,0001",MUN,,Germany
IXD1.MU,"INDITEX INH. EO 0,03",MUN,,Germany
FV01.MU,"BANKIA S.A. EO 0,25",MUN,,Germany
GTY.SG,Gateway Real Estate AG,STU,,Germany
VHM.SG,Sacyr S.A. Acciones Port. EO 1,STU,,Germany
ADL.BE,ADLER REAL ESTATE AG,BER,Property Management,Germany
4CD.SG,"Codere SA Acciones Port. EO -,2",STU,,Germany
ESL.MU,"ESSILOR INTL INH. EO -,18",MUN,,Germany
HZJ.MU,HEIWA REAL ESTATE,MUN,,Germany
RWW.BE,"MEDIASET ESPANA EO -,50",BER,,Germany
KBU.HA,COLON.REAL ESTATE AG,HAN,,Germany
VHM.DU,SACYR S.A. INH. EO 1,DUS,,Germany
IBE1.HM,"IBERDROLA INH. EO -,75",HAM,,Germany
T5R.SG,Tecnicas Reunidas S.A. Acciones,STU,,Germany
IBE1.HA,"IBERDROLA INH. EO -,75",HAN,Diversified Utilities,Germany
0WI.SG,"MásMóvil Ibercom, S.A.",STU,,Germany
REP.DU,REPSOL S.A. INH. EO 1,DUS,,Germany
FPRP.BE,"PACIFIC ETHAN. DL-,015",BER,,Germany
ETRA.MU,"E TRADE FINL NEW DL-,01",MUN,,Germany
FPRP.SG,Pacific Ethanol Inc. Registered,STU,,Germany
ETX.SG,Etablissements Maurel & Prom S.A.,STU,,Germany
3E2.SG,Etsy Inc. Registered Shares DL,STU,,Germany
4QP.BE,ETRION CORP.,BER,,Germany
ETY.BE,"ENTERGY CORP. DL-,01",BER,,Germany
ETRA.DU,"E TRADE FINL NEW DL-,01",DUS,,Germany
3E2.BE,"ETSY INC. DL-,001",BER,,Germany
ETRA.BE,"E TRADE FINL NEW DL-,01",BER,,Germany
ETY.SG,ENTERGY CORP. Registered Shares,STU,,Germany
ETX.DU,"MAUREL ET PROM INH.EO-,77",DUS,,Germany
ETX.BE,"MAUREL ET PROM INH.EO-,77",BER,,Germany
2ET.BE,ETALON GROUP GDR REGS 1,BER,,Germany
N4S.BE,EUROCOMM.PR. CERT.10EO-50,BER,,Germany
EUQ.BE,EURAZEO SE,BER,,Germany
E3B.DU,EUTELSAT COMMS EO 1,DUS,,Germany
E7CD.BE,EUROPCAR GROUPE SA A EO 1,BER,,Germany
EUA1.SG,"Umanis Actions Port.EO 1,10",STU,,Germany
ENXB.MU,"EURONEXT N.V. WI EO 1,60",MUN,,Germany
EUCA.SG,euromicron AG Namens-Aktien o.N,STU,Information Technology Services,Germany
EUQ.MU,EURAZEO SE,MUN,,Germany
DEQ.MU,DEUTSCHE EUROSHOP AG O.N.,MUN,REIT - Retail,Germany
EUQ.DU,EURAZEO SE,DUS,,Germany
EUE.BE,"EULER HERMES GROUP EO-,32",BER,,Germany
EUK2.HA,EUROKAI KGAA INH.A.,HAN,,Germany
EUCA.HA,EUROMICRON AG NA O.N.,HAN,Information Technology Services,Germany
DEQ.HM,DEUTSCHE EUROSHOP AG O.N.,HAM,,Germany
RO5K.BE,ROPAL EUROPE AG,BER,Chemicals - Major Diversified,Germany
E3B.MU,EUTELSAT COMMS EO 1,MUN,,Germany
EUE.MU,"EULER HERMES GROUP EO-,32",MUN,,Germany
EUCA.DU,EUROMICRON AG NA O.N.,DUS,Information Technology Services,Germany
TNU3.MU,"GPE EUROTUNNEL SE EO -,40",MUN,,Germany
6E9.SG,EMX Royalty Corporation,STU,,Germany
EUE.SG,Euler Hermes Group S.A. Actions,STU,,Germany
6E9.MU,EURASIAN MINERALS INC.,MUN,,Germany
LCY.SG,Jubii Europe N.V. Aandelen aan,STU,,Germany
EUCA.HM,EUROMICRON AG NA O.N.,HAM,,Germany
EUCA.BE,EUROMICRON AG NA O.N.,BER,Information Technology Services,Germany
DEQ.DU,DEUTSCHE EUROSHOP AG O.N.,DUS,REIT - Retail,Germany
RO5K.DU,ROPAL EUROPE AG,DUS,Chemicals - Major Diversified,Germany
EUX.SG,EUWAX AG Inhaber-Aktien o.N.,STU,,Germany
EUK2.HM,EUROKAI GmbH & Co. KGaA,HAM,,Germany
